fips,election,candidate,party,vote
24031,2004,Michael Badnarik,Libertarian,1041
24031,2004,Write-ins,-,661
24031,2004,David Cobb,Green,608
24031,2004,Michael Peroutka,Constitution,374
24005,2004,John Kerry,Democratic,182474
24005,2004,George W. Bush,Republican,166051
24005,2004,Ralph Nader,Populist,2070
24005,2004,Michael Badnarik,Libertarian,1219
24005,2004,Michael Peroutka,Constitution,667
24005,2004,David Cobb,Green,664
24005,2004,Write-ins,-,334
24033,2004,John Kerry,Democratic,260532
24033,2004,George W. Bush,Republican,55532
24033,2004,Ralph Nader,Populist,1052
24033,2004,Michael Badnarik,Libertarian,390
24033,2004,David Cobb,Green,373
24033,2004,Michael Peroutka,Constitution,322
24033,2004,Write-ins,-,273
24003,2004,George W. Bush,Republican,133231
24003,2004,John Kerry,Democratic,103324
24003,2004,Ralph Nader,Populist,1261
24003,2004,Michael Badnarik,Libertarian,718
24003,2004,Michael Peroutka,Constitution,510
24003,2004,David Cobb,Green,343
24003,2004,Write-ins,-,280
24510,2004,John Kerry,Democratic,175022
24510,2004,George W. Bush,Republican,36230
24510,2004,Ralph Nader,Populist,973
24510,2004,David Cobb,Green,462
24510,2004,Michael Badnarik,Libertarian,432
24510,2004,Michael Peroutka,Constitution,262
24510,2004,Write-ins,-,182
24027,2004,John Kerry,Democratic,72257
24027,2004,George W. Bush,Republican,59724
24027,2004,Ralph Nader,Populist,795
24027,2004,Michael Badnarik,Libertarian,456
24027,2004,David Cobb,Green,240
24027,2004,Michael Peroutka,Constitution,175
24027,2004,Write-ins,-,163
24025,2004,George W. Bush,Republican,71565
24025,2004,John Kerry,Democratic,39685
24025,2004,Ralph Nader,Populist,598
24025,2004,Michael Badnarik,Libertarian,403
24025,2004,Michael Peroutka,Constitution,213
24025,2004,David Cobb,Green,171
24025,2004,Write-ins,-,93
24021,2004,George W. Bush,Republican,59934
24021,2004,John Kerry,Democratic,39503
24021,2004,Ralph Nader,Populist,499
24021,2004,Michael Badnarik,Libertarian,272
24021,2004,David Cobb,Green,137
24021,2004,Write-ins,-,125
24021,2004,Michael Peroutka,Constitution,124
24013,2004,George W. Bush,Republican,55275
24013,2004,John Kerry,Democratic,22974
24013,2004,Ralph Nader,Populist,435
24013,2004,Michael Badnarik,Libertarian,307
24013,2004,Michael Peroutka,Constitution,164
24013,2004,David Cobb,Green,112
24013,2004,Write-ins,-,82
24017,2004,John Kerry,Democratic,29354
24017,2004,George W. Bush,Republican,28442
24017,2004,Ralph Nader,Populist,212
24017,2004,Michael Badnarik,Libertarian,78
24017,2004,Michael Peroutka,Constitution,63
24017,2004,David Cobb,Green,55
24017,2004,Write-ins,-,37
24043,2004,George W. Bush,Republican,36917
24043,2004,John Kerry,Democratic,20387
24043,2004,Ralph Nader,Populist,267
24043,2004,Michael Badnarik,Libertarian,126
24043,2004,Michael Peroutka,Constitution,88
24043,2004,David Cobb,Green,75
24043,2004,Write-ins,-,44
24037,2004,George W. Bush,Republican,23725
24037,2004,John Kerry,Democratic,13776
24037,2004,Ralph Nader,Populist,166
24037,2004,Michael Badnarik,Libertarian,94
24037,2004,David Cobb,Green,65
24037,2004,Michael Peroutka,Constitution,57
24037,2004,Write-ins,-,33
24009,2004,George W. Bush,Republican,23017
24009,2004,John Kerry,Democratic,15967
24009,2004,Ralph Nader,Populist,170
24009,2004,Michael Badnarik,Libertarian,70
24009,2004,David Cobb,Green,49
24009,2004,Michael Peroutka,Constitution,44
24009,2004,Write-ins,-,34
24015,2004,George W. Bush,Republican,22556
24015,2004,John Kerry,Democratic,14680
24015,2004,Ralph Nader,Populist,179
24015,2004,Michael Badnarik,Libertarian,118
24015,2004,Michael Peroutka,Constitution,79
24015,2004,David Cobb,Green,43
24015,2004,Write-ins,-,19
24045,2004,George W. Bush,Republican,21998
24045,2004,John Kerry,Democratic,15137
24045,2004,Ralph Nader,Populist,176
24045,2004,Michael Badnarik,Libertarian,71
24045,2004,David Cobb,Green,49
24045,2004,Write-ins,-,37
24045,2004,Michael Peroutka,Constitution,35
24001,2004,George W. Bush,Republican,18980
24001,2004,John Kerry,Democratic,10576
24001,2004,Ralph Nader,Populist,167
24001,2004,Michael Peroutka,Constitution,55
24001,2004,Michael Badnarik,Libertarian,43
24001,2004,David Cobb,Green,25
24001,2004,Write-ins,-,9
24047,2004,George W. Bush,Republican,15349
24047,2004,John Kerry,Democratic,9648
24047,2004,Ralph Nader,Populist,113
24047,2004,Michael Badnarik,Libertarian,51
24047,2004,Michael Peroutka,Constitution,32
24047,2004,David Cobb,Green,22
24047,2004,Write-ins,-,14
24035,2004,George W. Bush,Republican,14489
24035,2004,John Kerry,Democratic,7070
24035,2004,Ralph Nader,Populist,107
24035,2004,Michael Badnarik,Libertarian,47
24035,2004,Michael Peroutka,Constitution,45
24035,2004,David Cobb,Green,23
24035,2004,Write-ins,-,13
24041,2004,George W. Bush,Republican,11288
24041,2004,John Kerry,Democratic,7367
24041,2004,Ralph Nader,Populist,100
24041,2004,Michael Badnarik,Libertarian,46
24041,2004,David Cobb,Green,30
24041,2004,Michael Peroutka,Constitution,21
24041,2004,Write-ins,-,12
24019,2004,George W. Bush,Republican,7801
24019,2004,John Kerry,Democratic,5411
24019,2004,Ralph Nader,Populist,52
24019,2004,Michael Badnarik,Libertarian,24
24019,2004,David Cobb,Green,22
24019,2004,Michael Peroutka,Constitution,21
24019,2004,Write-ins,-,8
24011,2004,George W. Bush,Republican,7396
24011,2004,John Kerry,Democratic,3810
24011,2004,Ralph Nader,Populist,66
24011,2004,Michael Badnarik,Libertarian,33
24011,2004,Michael Peroutka,Constitution,24
24011,2004,David Cobb,Green,19
24011,2004,Write-ins,-,8
24023,2004,George W. Bush,Republican,9085
24023,2004,John Kerry,Democratic,3291
24023,2004,Ralph Nader,Populist,44
24023,2004,Michael Badnarik,Libertarian,23
24023,2004,Michael Peroutka,Constitution,19
24023,2004,David Cobb,Green,15
24023,2004,Write-ins,-,7
24029,2004,George W. Bush,Republican,4900
24029,2004,John Kerry,Democratic,4278
24029,2004,Ralph Nader,Populist,50
24029,2004,Michael Badnarik,Libertarian,19
24029,2004,David Cobb,Green,16
24029,2004,Michael Peroutka,Constitution,12
24029,2004,Write-ins,-,10
24039,2004,George W. Bush,Republican,4884
24039,2004,John Kerry,Democratic,4034
24039,2004,Ralph Nader,Populist,31
24039,2004,Michael Peroutka,Constitution,15
24039,2004,David Cobb,Green,14
24039,2004,Michael Badnarik,Libertarian,13
24039,2004,Write-ins,-,3
25001,2004,John Kerry,Democratic,72156
25001,2004,George W. Bush,Republican,58527
25001,2004,Michael Badnarik,Libertarian,536
25001,2004,David Cobb,Green-Rainbow,448
25001,2004,Write-ins,-,270
25001,2004,Ralph Nader,Write-in,211
25003,2004,John Kerry,Democratic,47743
25003,2004,George W. Bush,Republican,16806
25003,2004,David Cobb,Green-Rainbow,269
25003,2004,Michael Badnarik,Libertarian,264
25003,2004,Ralph Nader,Write-in,126
25003,2004,Write-ins,-,83
25005,2004,John Kerry,Democratic,147854
25005,2004,George W. Bush,Republican,82524
25005,2004,Michael Badnarik,Libertarian,1022
25005,2004,David Cobb,Green-Rainbow,633
25005,2004,Write-ins,-,525
25005,2004,Ralph Nader,Write-in,320
25007,2004,John Kerry,Democratic,7265
25007,2004,George W. Bush,Republican,2602
25007,2004,David Cobb,Green-Rainbow,53
25007,2004,Michael Badnarik,Libertarian,33
25007,2004,Write-ins,-,24
25007,2004,Ralph Nader,Write-in,20
25009,2004,John Kerry,Democratic,194068
25009,2004,George W. Bush,Republican,135114
25009,2004,Michael Badnarik,Libertarian,1776
25009,2004,David Cobb,Green-Rainbow,946
25009,2004,Write-ins,-,816
25009,2004,Ralph Nader,Write-in,513
25011,2004,John Kerry,Democratic,25550
25011,2004,George W. Bush,Republican,11058
25011,2004,David Cobb,Green-Rainbow,387
25011,2004,Michael Badnarik,Libertarian,225
25011,2004,Ralph Nader,Write-in,89
25011,2004,Write-ins,-,72
25013,2004,John Kerry,Democratic,113710
25013,2004,George W. Bush,Republican,70925
25013,2004,Michael Badnarik,Libertarian,802
25013,2004,David Cobb,Green-Rainbow,604
25013,2004,Write-ins,-,430
25013,2004,Ralph Nader,Write-in,168
25015,2004,John Kerry,Democratic,51680
25015,2004,George W. Bush,Republican,21315
25015,2004,David Cobb,Green-Rainbow,633
25015,2004,Michael Badnarik,Libertarian,367
25015,2004,Ralph Nader,Write-in,260
25015,2004,Write-ins,-,167
25017,2004,John Kerry,Democratic,440862
25017,2004,George W. Bush,Republican,237815
25017,2004,Michael Badnarik,Libertarian,4209
25017,2004,David Cobb,Green-Rainbow,2880
25017,2004,Write-ins,-,1882
25017,2004,Ralph Nader,Write-in,1312
25019,2004,John Kerry,Democratic,3608
25019,2004,George W. Bush,Republican,2040
25019,2004,Write-ins,-,32
25019,2004,Michael Badnarik,Libertarian,22
25019,2004,David Cobb,Green-Rainbow,22
25021,2004,John Kerry,Democratic,199392
25021,2004,George W. Bush,Republican,127763
25021,2004,Michael Badnarik,Libertarian,1627
25021,2004,David Cobb,Green-Rainbow,945
25021,2004,Write-ins,-,751
25021,2004,Ralph Nader,Write-in,659
25023,2004,John Kerry,Democratic,125178
25023,2004,George W. Bush,Republican,105603
25023,2004,Michael Badnarik,Libertarian,1120
25023,2004,David Cobb,Green-Rainbow,556
25023,2004,Write-ins,-,501
25023,2004,Ralph Nader,Write-in,339
25025,2004,John Kerry,Democratic,182592
25025,2004,George W. Bush,Republican,54923
25025,2004,Michael Badnarik,Libertarian,1075
25025,2004,David Cobb,Green-Rainbow,1068
25025,2004,Write-ins,-,624
25025,2004,Ralph Nader,Write-in,363
25027,2004,John Kerry,Democratic,192142
25027,2004,George W. Bush,Republican,144094
25027,2004,Michael Badnarik,Libertarian,1944
25027,2004,David Cobb,Green-Rainbow,1179
25027,2004,Write-ins,-,851
25027,2004,Ralph Nader,Write-in,426
26163,2004,John Kerry,Democratic,600047
26163,2004,George W. Bush,Republican,257750
26163,2004,Ralph Nader,No Party Affiliation,3626
26163,2004,Michael Badnarik,Libertarian,1523
26163,2004,David Cobb,Green,819
26163,2004,Michael Peroutka,US Taxpayers,700
26163,2004,Walt Brown,Natural Law,263
26125,2004,John Kerry,Democratic,319387
26125,2004,George W. Bush,Republican,316633
26125,2004,Ralph Nader,No Party Affiliation,2766
26125,2004,Michael Badnarik,Libertarian,1951
26125,2004,David Cobb,Green,569
26125,2004,Michael Peroutka,US Taxpayers,514
26125,2004,Walt Brown,Natural Law,157
26099,2004,George W. Bush,Republican,202166
26099,2004,John Kerry,Democratic,196160
26099,2004,Ralph Nader,No Party Affiliation,2081
26099,2004,Michael Badnarik,Libertarian,1113
26099,2004,Michael Peroutka,US Taxpayers,431
26099,2004,David Cobb,Green,365
26099,2004,Walt Brown,Natural Law,94
26081,2004,George W. Bush,Republican,171201
26081,2004,John Kerry,Democratic,116909
26081,2004,Ralph Nader,No Party Affiliation,1410
26081,2004,Michael Badnarik,Libertarian,647
26081,2004,David Cobb,Green,326
26081,2004,Michael Peroutka,US Taxpayers,323
26081,2004,Walt Brown,Natural Law,75
26049,2004,John Kerry,Democratic,128334
26049,2004,George W. Bush,Republican,83870
26049,2004,Ralph Nader,No Party Affiliation,915
26049,2004,Michael Badnarik,Libertarian,272
26049,2004,David Cobb,Green,170
26049,2004,Michael Peroutka,US Taxpayers,152
26049,2004,Walt Brown,Natural Law,62
26161,2004,John Kerry,Democratic,109953
26161,2004,George W. Bush,Republican,61455
26161,2004,Ralph Nader,No Party Affiliation,924
26161,2004,Michael Badnarik,Libertarian,513
26161,2004,David Cobb,Green,200
26161,2004,Michael Peroutka,US Taxpayers,161
26161,2004,Walt Brown,Natural Law,58
26139,2004,George W. Bush,Republican,92048
26139,2004,John Kerry,Democratic,35552
26139,2004,Ralph Nader,No Party Affiliation,545
26139,2004,Michael Badnarik,Libertarian,230
26139,2004,David Cobb,Green,120
26139,2004,Michael Peroutka,US Taxpayers,114
26139,2004,Walt Brown,Natural Law,34
26065,2004,John Kerry,Democratic,76877
26065,2004,George W. Bush,Republican,54734
26065,2004,Ralph Nader,No Party Affiliation,784
26065,2004,Michael Badnarik,Libertarian,318
26065,2004,David Cobb,Green,180
26065,2004,Michael Peroutka,US Taxpayers,127
26065,2004,Walt Brown,Natural Law,33
26077,2004,John Kerry,Democratic,61462
26077,2004,George W. Bush,Republican,57147
26077,2004,Ralph Nader,No Party Affiliation,620
26077,2004,Michael Badnarik,Libertarian,238
26077,2004,David Cobb,Green,171
26077,2004,Michael Peroutka,US Taxpayers,97
26077,2004,Walt Brown,Natural Law,48
26093,2004,George W. Bush,Republican,58860
26093,2004,John Kerry,Democratic,33991
26093,2004,Ralph Nader,No Party Affiliation,416
26093,2004,Michael Badnarik,Libertarian,286
26093,2004,Michael Peroutka,US Taxpayers,101
26093,2004,David Cobb,Green,70
26093,2004,Walt Brown,Natural Law,18
26145,2004,John Kerry,Democratic,54887
26145,2004,George W. Bush,Republican,47165
26145,2004,Ralph Nader,No Party Affiliation,446
26145,2004,Michael Badnarik,Libertarian,129
26145,2004,David Cobb,Green,109
26145,2004,Michael Peroutka,US Taxpayers,93
26145,2004,Walt Brown,Natural Law,23
26121,2004,John Kerry,Democratic,44282
26121,2004,George W. Bush,Republican,35302
26121,2004,Ralph Nader,No Party Affiliation,383
26121,2004,Michael Badnarik,Libertarian,132
26121,2004,David Cobb,Green,109
26121,2004,Walt Brown,Natural Law,54
26121,2004,Michael Peroutka,US Taxpayers,51
26147,2004,George W. Bush,Republican,42740
26147,2004,John Kerry,Democratic,36174
26147,2004,Ralph Nader,No Party Affiliation,440
26147,2004,Michael Badnarik,Libertarian,193
26147,2004,Michael Peroutka,US Taxpayers,101
26147,2004,David Cobb,Green,66
26147,2004,Walt Brown,Natural Law,29
26115,2004,George W. Bush,Republican,37470
26115,2004,John Kerry,Democratic,36089
26115,2004,Ralph Nader,No Party Affiliation,339
26115,2004,Michael Badnarik,Libertarian,122
26115,2004,David Cobb,Green,55
26115,2004,Michael Peroutka,US Taxpayers,52
26115,2004,Walt Brown,Natural Law,5
26021,2004,George W. Bush,Republican,41076
26021,2004,John Kerry,Democratic,32846
26021,2004,Ralph Nader,No Party Affiliation,384
26021,2004,Michael Badnarik,Libertarian,172
26021,2004,Michael Peroutka,US Taxpayers,120
26021,2004,David Cobb,Green,52
26021,2004,Walt Brown,Natural Law,21
26075,2004,George W. Bush,Republican,40029
26075,2004,John Kerry,Democratic,31025
26075,2004,Ralph Nader,No Party Affiliation,412
26075,2004,Michael Badnarik,Libertarian,126
26075,2004,Michael Peroutka,US Taxpayers,103
26075,2004,David Cobb,Green,76
26075,2004,Walt Brown,Natural Law,24
26025,2004,George W. Bush,Republican,32093
26025,2004,John Kerry,Democratic,29891
26025,2004,Ralph Nader,No Party Affiliation,369
26025,2004,Michael Badnarik,Libertarian,111
26025,2004,David Cobb,Green,106
26025,2004,Michael Peroutka,US Taxpayers,73
26025,2004,Walt Brown,Natural Law,24
26045,2004,George W. Bush,Republican,29781
26045,2004,John Kerry,Democratic,25411
26045,2004,Ralph Nader,No Party Affiliation,280
26045,2004,Michael Badnarik,Libertarian,113
26045,2004,Michael Peroutka,US Taxpayers,85
26045,2004,David Cobb,Green,73
26045,2004,Walt Brown,Natural Law,12
26005,2004,George W. Bush,Republican,34022
26005,2004,John Kerry,Democratic,19355
26005,2004,Ralph Nader,No Party Affiliation,302
26005,2004,Michael Badnarik,Libertarian,113
26005,2004,Michael Peroutka,US Taxpayers,53
26005,2004,David Cobb,Green,52
26005,2004,Walt Brown,Natural Law,10
26017,2004,John Kerry,Democratic,31049
26017,2004,George W. Bush,Republican,25448
26017,2004,Ralph Nader,No Party Affiliation,345
26017,2004,Michael Badnarik,Libertarian,96
26017,2004,David Cobb,Green,55
26017,2004,Michael Peroutka,US Taxpayers,53
26017,2004,Walt Brown,Natural Law,13
26055,2004,George W. Bush,Republican,27446
26055,2004,John Kerry,Democratic,18256
26055,2004,Ralph Nader,No Party Affiliation,258
26055,2004,Michael Badnarik,Libertarian,99
26055,2004,David Cobb,Green,71
26055,2004,Michael Peroutka,US Taxpayers,43
26055,2004,Walt Brown,Natural Law,18
26091,2004,George W. Bush,Republican,25675
26091,2004,John Kerry,Democratic,20787
26091,2004,Ralph Nader,No Party Affiliation,277
26091,2004,Michael Peroutka,US Taxpayers,111
26091,2004,Michael Badnarik,Libertarian,96
26091,2004,David Cobb,Green,49
26091,2004,Walt Brown,Natural Law,17
26087,2004,George W. Bush,Republican,25556
26087,2004,John Kerry,Democratic,18086
26087,2004,Ralph Nader,No Party Affiliation,254
26087,2004,Michael Badnarik,Libertarian,112
26087,2004,Michael Peroutka,US Taxpayers,75
26087,2004,David Cobb,Green,41
26087,2004,Walt Brown,Natural Law,23
26111,2004,George W. Bush,Republican,24369
26111,2004,John Kerry,Democratic,18355
26111,2004,Ralph Nader,No Party Affiliation,219
26111,2004,David Cobb,Green,170
26111,2004,Michael Badnarik,Libertarian,115
26111,2004,Michael Peroutka,US Taxpayers,34
26111,2004,Walt Brown,Natural Law,13
26037,2004,George W. Bush,Republican,21989
26037,2004,John Kerry,Democratic,15483
26037,2004,Ralph Nader,No Party Affiliation,168
26037,2004,Michael Badnarik,Libertarian,68
26037,2004,Michael Peroutka,US Taxpayers,46
26037,2004,David Cobb,Green,41
26037,2004,Walt Brown,Natural Law,12
26155,2004,George W. Bush,Republican,19407
26155,2004,John Kerry,Democratic,16881
26155,2004,Ralph Nader,No Party Affiliation,205
26155,2004,Michael Badnarik,Libertarian,77
26155,2004,Michael Peroutka,US Taxpayers,49
26155,2004,David Cobb,Green,32
26159,2004,George W. Bush,Republican,17634
26159,2004,John Kerry,Democratic,16151
26159,2004,Ralph Nader,No Party Affiliation,186
26159,2004,David Cobb,Green,78
26159,2004,Michael Badnarik,Libertarian,69
26159,2004,Michael Peroutka,US Taxpayers,41
26159,2004,Walt Brown,Natural Law,15
26103,2004,John Kerry,Democratic,17412
26103,2004,George W. Bush,Republican,14690
26103,2004,Ralph Nader,No Party Affiliation,229
26103,2004,Michael Badnarik,Libertarian,68
26103,2004,David Cobb,Green,45
26103,2004,Michael Peroutka,US Taxpayers,34
26103,2004,Walt Brown,Natural Law,10
26015,2004,George W. Bush,Republican,18638
26015,2004,John Kerry,Democratic,11312
26015,2004,Ralph Nader,No Party Affiliation,181
26015,2004,Michael Badnarik,Libertarian,68
26015,2004,Michael Peroutka,US Taxpayers,37
26015,2004,David Cobb,Green,27
26015,2004,Walt Brown,Natural Law,9
26067,2004,George W. Bush,Republican,16621
26067,2004,John Kerry,Democratic,10647
26067,2004,Ralph Nader,No Party Affiliation,180
26067,2004,Michael Badnarik,Libertarian,64
26067,2004,David Cobb,Green,58
26067,2004,Michael Peroutka,US Taxpayers,36
26067,2004,Walt Brown,Natural Law,12
26117,2004,George W. Bush,Republican,14968
26117,2004,John Kerry,Democratic,11471
26117,2004,Ralph Nader,No Party Affiliation,183
26117,2004,Michael Badnarik,Libertarian,45
26117,2004,Michael Peroutka,US Taxpayers,29
26117,2004,David Cobb,Green,25
26117,2004,Walt Brown,Natural Law,13
26157,2004,George W. Bush,Republican,15389
26157,2004,John Kerry,Democratic,12631
26157,2004,Ralph Nader,No Party Affiliation,193
26157,2004,Michael Peroutka,US Taxpayers,47
26157,2004,Michael Badnarik,Libertarian,39
26157,2004,David Cobb,Green,34
26157,2004,Walt Brown,Natural Law,5
26073,2004,John Kerry,Democratic,12334
26073,2004,George W. Bush,Republican,11754
26073,2004,Ralph Nader,No Party Affiliation,143
26073,2004,David Cobb,Green,61
26073,2004,Michael Badnarik,Libertarian,60
26073,2004,Michael Peroutka,US Taxpayers,31
26073,2004,Walt Brown,Natural Law,7
26149,2004,George W. Bush,Republican,15340
26149,2004,John Kerry,Democratic,9648
26149,2004,Ralph Nader,No Party Affiliation,138
26149,2004,Michael Badnarik,Libertarian,43
26149,2004,David Cobb,Green,39
26149,2004,Michael Peroutka,US Taxpayers,21
26149,2004,Walt Brown,Natural Law,10
26123,2004,George W. Bush,Republican,13608
26123,2004,John Kerry,Democratic,9057
26123,2004,Ralph Nader,No Party Affiliation,101
26123,2004,Michael Badnarik,Libertarian,40
26123,2004,Michael Peroutka,US Taxpayers,37
26123,2004,David Cobb,Green,25
26123,2004,Walt Brown,Natural Law,5
26027,2004,George W. Bush,Republican,12964
26027,2004,John Kerry,Democratic,9537
26027,2004,Ralph Nader,No Party Affiliation,83
26027,2004,Michael Badnarik,Libertarian,44
26027,2004,Michael Peroutka,US Taxpayers,36
26027,2004,David Cobb,Green,28
26027,2004,Walt Brown,Natural Law,5
26059,2004,George W. Bush,Republican,12804
26059,2004,John Kerry,Democratic,7123
26059,2004,Ralph Nader,No Party Affiliation,106
26059,2004,Michael Peroutka,US Taxpayers,67
26059,2004,Michael Badnarik,Libertarian,55
26059,2004,David Cobb,Green,45
26059,2004,Walt Brown,Natural Law,16
26151,2004,George W. Bush,Republican,12632
26151,2004,John Kerry,Democratic,7883
26151,2004,Ralph Nader,No Party Affiliation,146
26151,2004,Michael Badnarik,Libertarian,40
26151,2004,Michael Peroutka,US Taxpayers,36
26151,2004,David Cobb,Green,16
26151,2004,Walt Brown,Natural Law,10
26047,2004,George W. Bush,Republican,10332
26047,2004,John Kerry,Democratic,6846
26047,2004,Ralph Nader,No Party Affiliation,119
26047,2004,Michael Badnarik,Libertarian,29
26047,2004,David Cobb,Green,25
26047,2004,Michael Peroutka,US Taxpayers,18
26047,2004,Walt Brown,Natural Law,3
26041,2004,George W. Bush,Republican,9680
26041,2004,John Kerry,Democratic,9381
26041,2004,Ralph Nader,No Party Affiliation,105
26041,2004,Michael Peroutka,US Taxpayers,30
26041,2004,Michael Badnarik,Libertarian,26
26041,2004,David Cobb,Green,15
26041,2004,Walt Brown,Natural Law,1
26023,2004,George W. Bush,Republican,10784
26023,2004,John Kerry,Democratic,7004
26023,2004,Ralph Nader,No Party Affiliation,93
26023,2004,Michael Peroutka,US Taxpayers,27
26023,2004,David Cobb,Green,27
26023,2004,Michael Badnarik,Libertarian,25
26023,2004,Walt Brown,Natural Law,7
26107,2004,George W. Bush,Republican,9710
26107,2004,John Kerry,Democratic,7730
26107,2004,Ralph Nader,No Party Affiliation,70
26107,2004,David Cobb,Green,29
26107,2004,Michael Badnarik,Libertarian,27
26107,2004,Michael Peroutka,US Taxpayers,10
26107,2004,Walt Brown,Natural Law,5
26057,2004,George W. Bush,Republican,9834
26057,2004,John Kerry,Democratic,7377
26057,2004,Ralph Nader,No Party Affiliation,85
26057,2004,Michael Badnarik,Libertarian,40
26057,2004,David Cobb,Green,21
26057,2004,Michael Peroutka,US Taxpayers,19
26057,2004,Walt Brown,Natural Law,3
26063,2004,George W. Bush,Republican,9671
26063,2004,John Kerry,Democratic,7629
26063,2004,Ralph Nader,No Party Affiliation,105
26063,2004,David Cobb,Green,22
26063,2004,Michael Peroutka,US Taxpayers,18
26063,2004,Michael Badnarik,Libertarian,16
26063,2004,Walt Brown,Natural Law,5
26061,2004,George W. Bush,Republican,8889
26061,2004,John Kerry,Democratic,6731
26061,2004,Ralph Nader,No Party Affiliation,125
26061,2004,Michael Badnarik,Libertarian,53
26061,2004,Michael Peroutka,US Taxpayers,33
26061,2004,David Cobb,Green,16
26061,2004,Walt Brown,Natural Law,4
26033,2004,George W. Bush,Republican,9122
26033,2004,John Kerry,Democratic,7203
26033,2004,Ralph Nader,No Party Affiliation,100
26033,2004,Michael Badnarik,Libertarian,33
26033,2004,David Cobb,Green,14
26033,2004,Michael Peroutka,US Taxpayers,11
26033,2004,Walt Brown,Natural Law,5
26165,2004,George W. Bush,Republican,8966
26165,2004,John Kerry,Democratic,6034
26165,2004,Ralph Nader,No Party Affiliation,97
26165,2004,Michael Badnarik,Libertarian,34
26165,2004,David Cobb,Green,19
26165,2004,Michael Peroutka,US Taxpayers,7
26165,2004,Walt Brown,Natural Law,3
26089,2004,George W. Bush,Republican,7733
26089,2004,John Kerry,Democratic,6048
26089,2004,Ralph Nader,No Party Affiliation,72
26089,2004,Michael Badnarik,Libertarian,26
26089,2004,David Cobb,Green,23
26089,2004,Michael Peroutka,US Taxpayers,14
26089,2004,Walt Brown,Natural Law,1
26105,2004,George W. Bush,Republican,8124
26105,2004,John Kerry,Democratic,6333
26105,2004,Ralph Nader,No Party Affiliation,82
26105,2004,Michael Badnarik,Libertarian,23
26105,2004,Michael Peroutka,US Taxpayers,23
26105,2004,David Cobb,Green,22
26105,2004,Walt Brown,Natural Law,4
26007,2004,George W. Bush,Republican,7665
26007,2004,John Kerry,Democratic,7407
26007,2004,Ralph Nader,No Party Affiliation,78
26007,2004,Michael Badnarik,Libertarian,29
26007,2004,David Cobb,Green,16
26007,2004,Michael Peroutka,US Taxpayers,13
26007,2004,Walt Brown,Natural Law,3
26029,2004,George W. Bush,Republican,8214
26029,2004,John Kerry,Democratic,5729
26029,2004,Ralph Nader,No Party Affiliation,95
26029,2004,Michael Badnarik,Libertarian,43
26029,2004,David Cobb,Green,30
26029,2004,Michael Peroutka,US Taxpayers,26
26029,2004,Walt Brown,Natural Law,2
26031,2004,George W. Bush,Republican,7798
26031,2004,John Kerry,Democratic,5941
26031,2004,Ralph Nader,No Party Affiliation,70
26031,2004,Michael Badnarik,Libertarian,31
26031,2004,Michael Peroutka,US Taxpayers,25
26031,2004,David Cobb,Green,17
26031,2004,Walt Brown,Natural Law,5
26009,2004,George W. Bush,Republican,8379
26009,2004,John Kerry,Democratic,5072
26009,2004,Ralph Nader,No Party Affiliation,89
26009,2004,Michael Badnarik,Libertarian,29
26009,2004,Michael Peroutka,US Taxpayers,21
26009,2004,David Cobb,Green,20
26009,2004,Walt Brown,Natural Law,9
26035,2004,George W. Bush,Republican,7088
26035,2004,John Kerry,Democratic,6984
26035,2004,Ralph Nader,No Party Affiliation,78
26035,2004,Michael Badnarik,Libertarian,33
26035,2004,Michael Peroutka,US Taxpayers,17
26035,2004,David Cobb,Green,17
26035,2004,Walt Brown,Natural Law,9
26069,2004,George W. Bush,Republican,7301
26069,2004,John Kerry,Democratic,6557
26069,2004,Ralph Nader,No Party Affiliation,97
26069,2004,David Cobb,Green,21
26069,2004,Michael Badnarik,Libertarian,16
26069,2004,Michael Peroutka,US Taxpayers,11
26069,2004,Walt Brown,Natural Law,3
26043,2004,George W. Bush,Republican,7734
26043,2004,John Kerry,Democratic,5650
26043,2004,Ralph Nader,No Party Affiliation,107
26043,2004,Michael Badnarik,Libertarian,33
26043,2004,Michael Peroutka,US Taxpayers,14
26043,2004,David Cobb,Green,8
26043,2004,Walt Brown,Natural Law,3
26143,2004,George W. Bush,Republican,7364
26143,2004,John Kerry,Democratic,6810
26143,2004,Ralph Nader,No Party Affiliation,119
26143,2004,Michael Badnarik,Libertarian,25
26143,2004,David Cobb,Green,20
26143,2004,Michael Peroutka,US Taxpayers,12
26143,2004,Walt Brown,Natural Law,9
26101,2004,George W. Bush,Republican,6295
26101,2004,John Kerry,Democratic,6272
26101,2004,Ralph Nader,No Party Affiliation,85
26101,2004,David Cobb,Green,31
26101,2004,Michael Badnarik,Libertarian,30
26101,2004,Michael Peroutka,US Taxpayers,18
26101,2004,Walt Brown,Natural Law,9
26137,2004,George W. Bush,Republican,7470
26137,2004,John Kerry,Democratic,4674
26137,2004,Ralph Nader,No Party Affiliation,88
26137,2004,Michael Badnarik,Libertarian,32
26137,2004,Michael Peroutka,US Taxpayers,18
26137,2004,David Cobb,Green,15
26137,2004,Walt Brown,Natural Law,10
26051,2004,George W. Bush,Republican,6770
26051,2004,John Kerry,Democratic,6343
26051,2004,Ralph Nader,No Party Affiliation,66
26051,2004,Michael Badnarik,Libertarian,22
26051,2004,Michael Peroutka,US Taxpayers,13
