fips,election,candidate,party,vote
26051,2004,David Cobb,Green,8
26051,2004,Walt Brown,Natural Law,5
26127,2004,George W. Bush,Republican,6677
26127,2004,John Kerry,Democratic,5441
26127,2004,Ralph Nader,No Party Affiliation,73
26127,2004,Michael Badnarik,Libertarian,39
26127,2004,Michael Peroutka,US Taxpayers,34
26127,2004,David Cobb,Green,24
26127,2004,Walt Brown,Natural Law,9
26109,2004,George W. Bush,Republican,5942
26109,2004,John Kerry,Democratic,5326
26109,2004,Ralph Nader,No Party Affiliation,97
26109,2004,Michael Badnarik,Libertarian,18
26109,2004,Michael Peroutka,US Taxpayers,16
26109,2004,David Cobb,Green,15
26109,2004,Walt Brown,Natural Law,5
26133,2004,George W. Bush,Republican,6599
26133,2004,John Kerry,Democratic,4467
26133,2004,Ralph Nader,No Party Affiliation,62
26133,2004,David Cobb,Green,23
26133,2004,Michael Badnarik,Libertarian,20
26133,2004,Michael Peroutka,US Taxpayers,10
26133,2004,Walt Brown,Natural Law,7
26129,2004,George W. Bush,Republican,5454
26129,2004,John Kerry,Democratic,5215
26129,2004,Ralph Nader,No Party Affiliation,71
26129,2004,Michael Peroutka,US Taxpayers,21
26129,2004,Michael Badnarik,Libertarian,16
26129,2004,David Cobb,Green,14
26129,2004,Walt Brown,Natural Law,5
26019,2004,George W. Bush,Republican,5284
26019,2004,John Kerry,Democratic,4383
26019,2004,Ralph Nader,No Party Affiliation,53
26019,2004,Michael Badnarik,Libertarian,22
26019,2004,David Cobb,Green,22
26019,2004,Michael Peroutka,US Taxpayers,10
26019,2004,Walt Brown,Natural Law,4
26079,2004,George W. Bush,Republican,5084
26079,2004,John Kerry,Democratic,3189
26079,2004,Ralph Nader,No Party Affiliation,44
26079,2004,David Cobb,Green,32
26079,2004,Michael Peroutka,US Taxpayers,17
26079,2004,Michael Badnarik,Libertarian,12
26079,2004,Walt Brown,Natural Law,2
26011,2004,John Kerry,Democratic,4076
26011,2004,George W. Bush,Republican,4071
26011,2004,Ralph Nader,No Party Affiliation,42
26011,2004,Michael Badnarik,Libertarian,10
26011,2004,Michael Peroutka,US Taxpayers,8
26011,2004,David Cobb,Green,7
26011,2004,Walt Brown,Natural Law,2
26053,2004,John Kerry,Democratic,4421
26053,2004,George W. Bush,Republican,3935
26053,2004,Ralph Nader,No Party Affiliation,59
26053,2004,Michael Peroutka,US Taxpayers,13
26053,2004,Michael Badnarik,Libertarian,12
26053,2004,David Cobb,Green,9
26053,2004,Walt Brown,Natural Law,3
26113,2004,George W. Bush,Republican,5055
26113,2004,John Kerry,Democratic,2319
26113,2004,Ralph Nader,No Party Affiliation,20
26113,2004,Michael Badnarik,Libertarian,9
26113,2004,David Cobb,Green,9
26113,2004,Michael Peroutka,US Taxpayers,8
26113,2004,Walt Brown,Natural Law,1
26141,2004,George W. Bush,Republican,3982
26141,2004,John Kerry,Democratic,3432
26141,2004,Ralph Nader,No Party Affiliation,45
26141,2004,David Cobb,Green,25
26141,2004,Michael Badnarik,Libertarian,19
26141,2004,Michael Peroutka,US Taxpayers,11
26141,2004,Walt Brown,Natural Law,2
26039,2004,George W. Bush,Republican,4017
26039,2004,John Kerry,Democratic,3126
26039,2004,Ralph Nader,No Party Affiliation,43
26039,2004,Michael Badnarik,Libertarian,24
26039,2004,David Cobb,Green,14
26039,2004,Michael Peroutka,US Taxpayers,10
26039,2004,Walt Brown,Natural Law,1
26001,2004,George W. Bush,Republican,3592
26001,2004,John Kerry,Democratic,2871
26001,2004,Ralph Nader,No Party Affiliation,29
26001,2004,David Cobb,Green,18
26001,2004,Michael Badnarik,Libertarian,10
26001,2004,Michael Peroutka,US Taxpayers,10
26001,2004,Walt Brown,Natural Law,1
26097,2004,George W. Bush,Republican,3706
26097,2004,John Kerry,Democratic,2819
26097,2004,Ralph Nader,No Party Affiliation,48
26097,2004,Michael Badnarik,Libertarian,14
26097,2004,Michael Peroutka,US Taxpayers,6
26097,2004,David Cobb,Green,4
26097,2004,Walt Brown,Natural Law,2
26071,2004,George W. Bush,Republican,3224
26071,2004,John Kerry,Democratic,3215
26071,2004,Ralph Nader,No Party Affiliation,42
26071,2004,Michael Peroutka,US Taxpayers,17
26071,2004,Michael Badnarik,Libertarian,5
26071,2004,David Cobb,Green,4
26071,2004,Walt Brown,Natural Law,4
26085,2004,John Kerry,Democratic,2675
26085,2004,George W. Bush,Republican,2503
26085,2004,Ralph Nader,No Party Affiliation,33
26085,2004,David Cobb,Green,11
26085,2004,Michael Peroutka,US Taxpayers,10
26085,2004,Michael Badnarik,Libertarian,9
26085,2004,Walt Brown,Natural Law,5
26119,2004,George W. Bush,Republican,3300
26119,2004,John Kerry,Democratic,2196
26119,2004,Ralph Nader,No Party Affiliation,37
26119,2004,Michael Badnarik,Libertarian,16
26119,2004,Michael Peroutka,US Taxpayers,9
26119,2004,David Cobb,Green,4
26119,2004,Walt Brown,Natural Law,1
26003,2004,John Kerry,Democratic,2395
26003,2004,George W. Bush,Republican,2318
26003,2004,Ralph Nader,No Party Affiliation,27
26003,2004,Michael Peroutka,US Taxpayers,10
26003,2004,Michael Badnarik,Libertarian,9
26003,2004,David Cobb,Green,4
26003,2004,Walt Brown,Natural Law,2
26153,2004,George W. Bush,Republican,2267
26153,2004,John Kerry,Democratic,2137
26153,2004,Ralph Nader,No Party Affiliation,20
26153,2004,Michael Peroutka,US Taxpayers,9
26153,2004,Michael Badnarik,Libertarian,4
26153,2004,David Cobb,Green,3
26153,2004,Walt Brown,Natural Law,1
26135,2004,George W. Bush,Republican,2570
26135,2004,John Kerry,Democratic,1792
26135,2004,Ralph Nader,No Party Affiliation,33
26135,2004,Michael Peroutka,US Taxpayers,5
26135,2004,David Cobb,Green,5
26135,2004,Michael Badnarik,Libertarian,2
26135,2004,Walt Brown,Natural Law,2
26013,2004,George W. Bush,Republican,1977
26013,2004,John Kerry,Democratic,1660
26013,2004,Ralph Nader,No Party Affiliation,20
26013,2004,Michael Peroutka,US Taxpayers,11
26013,2004,Michael Badnarik,Libertarian,7
26013,2004,David Cobb,Green,6
26013,2004,Walt Brown,Natural Law,3
26131,2004,George W. Bush,Republican,2262
26131,2004,John Kerry,Democratic,1863
26131,2004,Ralph Nader,No Party Affiliation,40
26131,2004,Michael Peroutka,US Taxpayers,15
26131,2004,Michael Badnarik,Libertarian,7
26131,2004,Walt Brown,Natural Law,3
26131,2004,David Cobb,Green,2
26095,2004,George W. Bush,Republican,1749
26095,2004,John Kerry,Democratic,1045
26095,2004,Ralph Nader,No Party Affiliation,19
26095,2004,Michael Badnarik,Libertarian,10
26095,2004,David Cobb,Green,3
26095,2004,Michael Peroutka,US Taxpayers,2
26095,2004,Walt Brown,Natural Law,1
26083,2004,George W. Bush,Republican,781
26083,2004,John Kerry,Democratic,630
26083,2004,Ralph Nader,No Party Affiliation,16
26083,2004,Michael Peroutka,US Taxpayers,6
26083,2004,Michael Badnarik,Libertarian,3
26083,2004,David Cobb,Green,3
27053,2004,John Kerry,Democratic-F.L.,383841
27053,2004,George W. Bush,Republican,255133
27053,2004,Ralph Nader,Better Life,4008
27053,2004,Michael Badnarik,Libertarian,1380
27053,2004,David Cobb,Green,942
27053,2004,Write-ins,-,632
27053,2004,Michael Peroutka,Constitution,428
27053,2004,Thomas Harens,Christian Freedom,402
27053,2004,Roger Calero,Socialist Workers,111
27053,2004,Bill Van Auken,Socialist Equality,103
27053,2004,Walt Brown,Write-in,1
27123,2004,John Kerry,Democratic-F.L.,171846
27123,2004,George W. Bush,Republican,97096
27123,2004,Ralph Nader,Better Life,1764
27123,2004,Michael Badnarik,Libertarian,540
27123,2004,David Cobb,Green,420
27123,2004,Thomas Harens,Christian Freedom,306
27123,2004,Write-ins,-,269
27123,2004,Michael Peroutka,Constitution,239
27123,2004,Roger Calero,Socialist Workers,50
27123,2004,Bill Van Auken,Socialist Equality,47
27037,2004,George W. Bush,Republican,108959
27037,2004,John Kerry,Democratic-F.L.,104635
27037,2004,Ralph Nader,Better Life,1109
27037,2004,Michael Badnarik,Libertarian,334
27037,2004,David Cobb,Green,237
27037,2004,Michael Peroutka,Constitution,204
27037,2004,Write-ins,-,185
27037,2004,Thomas Harens,Christian Freedom,128
27037,2004,Bill Van Auken,Socialist Equality,35
27037,2004,Roger Calero,Socialist Workers,20
27003,2004,George W. Bush,Republican,91853
27003,2004,John Kerry,Democratic-F.L.,80226
27003,2004,Ralph Nader,Better Life,978
27003,2004,Michael Badnarik,Libertarian,272
27003,2004,David Cobb,Green,232
27003,2004,Michael Peroutka,Constitution,197
27003,2004,Write-ins,-,146
27003,2004,Thomas Harens,Christian Freedom,123
27003,2004,Bill Van Auken,Socialist Equality,22
27003,2004,Roger Calero,Socialist Workers,17
27163,2004,George W. Bush,Republican,65751
27163,2004,John Kerry,Democratic-F.L.,61395
27163,2004,Ralph Nader,Better Life,661
27163,2004,Michael Badnarik,Libertarian,200
27163,2004,David Cobb,Green,139
27163,2004,Write-ins,-,110
27163,2004,Michael Peroutka,Constitution,105
27163,2004,Thomas Harens,Christian Freedom,62
27163,2004,Bill Van Auken,Socialist Equality,14
27163,2004,Roger Calero,Socialist Workers,12
27137,2004,John Kerry,Democratic-F.L.,77958
27137,2004,George W. Bush,Republican,40112
27137,2004,Ralph Nader,Better Life,730
27137,2004,David Cobb,Green,215
27137,2004,Michael Badnarik,Libertarian,179
27137,2004,Michael Peroutka,Constitution,113
27137,2004,Write-ins,-,108
27137,2004,Thomas Harens,Christian Freedom,104
27137,2004,Bill Van Auken,Socialist Equality,27
27137,2004,Roger Calero,Socialist Workers,19
27109,2004,George W. Bush,Republican,37371
27109,2004,John Kerry,Democratic-F.L.,33285
27109,2004,Ralph Nader,Better Life,492
27109,2004,Michael Badnarik,Libertarian,129
27109,2004,David Cobb,Green,91
27109,2004,Write-ins,-,72
27109,2004,Michael Peroutka,Constitution,67
27109,2004,Thomas Harens,Christian Freedom,52
27109,2004,Bill Van Auken,Socialist Equality,14
27109,2004,Roger Calero,Socialist Workers,2
27145,2004,George W. Bush,Republican,41726
27145,2004,John Kerry,Democratic-F.L.,32659
27145,2004,Ralph Nader,Better Life,640
27145,2004,David Cobb,Green,164
27145,2004,Michael Peroutka,Constitution,101
27145,2004,Michael Badnarik,Libertarian,95
27145,2004,Thomas Harens,Christian Freedom,76
27145,2004,Write-ins,-,64
27145,2004,Bill Van Auken,Socialist Equality,30
27145,2004,Roger Calero,Socialist Workers,22
27139,2004,George W. Bush,Republican,36055
27139,2004,John Kerry,Democratic-F.L.,23958
27139,2004,Ralph Nader,Better Life,323
27139,2004,Michael Badnarik,Libertarian,101
27139,2004,David Cobb,Green,67
27139,2004,Write-ins,-,46
27139,2004,Michael Peroutka,Constitution,44
27139,2004,Thomas Harens,Christian Freedom,38
27139,2004,Bill Van Auken,Socialist Equality,6
27139,2004,Roger Calero,Socialist Workers,1
27171,2004,George W. Bush,Republican,36176
27171,2004,John Kerry,Democratic-F.L.,22618
27171,2004,Ralph Nader,Better Life,352
27171,2004,Michael Badnarik,Libertarian,103
27171,2004,Michael Peroutka,Constitution,100
27171,2004,David Cobb,Green,66
27171,2004,Write-ins,-,58
27171,2004,Thomas Harens,Christian Freedom,33
27171,2004,Roger Calero,Socialist Workers,14
27171,2004,Bill Van Auken,Socialist Equality,14
27019,2004,George W. Bush,Republican,28510
27019,2004,John Kerry,Democratic-F.L.,16456
27019,2004,Ralph Nader,Better Life,222
27019,2004,Michael Badnarik,Libertarian,71
27019,2004,David Cobb,Green,65
27019,2004,Write-ins,-,35
27019,2004,Michael Peroutka,Constitution,28
27019,2004,Thomas Harens,Christian Freedom,16
27019,2004,Bill Van Auken,Socialist Equality,7
27019,2004,Roger Calero,Socialist Workers,1
27141,2004,George W. Bush,Republican,25182
27141,2004,John Kerry,Democratic-F.L.,15816
27141,2004,Ralph Nader,Better Life,239
27141,2004,David Cobb,Green,53
27141,2004,Michael Badnarik,Libertarian,48
27141,2004,Michael Peroutka,Constitution,46
27141,2004,Write-ins,-,36
27141,2004,Thomas Harens,Christian Freedom,27
27141,2004,Bill Van Auken,Socialist Equality,5
27141,2004,Roger Calero,Socialist Workers,2
27035,2004,George W. Bush,Republican,19106
27035,2004,John Kerry,Democratic-F.L.,14005
27035,2004,Ralph Nader,Better Life,259
27035,2004,David Cobb,Green,55
27035,2004,Michael Badnarik,Libertarian,49
27035,2004,Michael Peroutka,Constitution,34
27035,2004,Write-ins,-,17
27035,2004,Thomas Harens,Christian Freedom,15
27035,2004,Bill Van Auken,Socialist Equality,4
27035,2004,Roger Calero,Socialist Workers,1
27013,2004,John Kerry,Democratic-F.L.,16865
27013,2004,George W. Bush,Republican,15737
27013,2004,Ralph Nader,Better Life,276
27013,2004,David Cobb,Green,65
27013,2004,Michael Badnarik,Libertarian,49
27013,2004,Write-ins,-,41
27013,2004,Thomas Harens,Christian Freedom,39
27013,2004,Michael Peroutka,Constitution,38
27013,2004,Bill Van Auken,Socialist Equality,8
27013,2004,Roger Calero,Socialist Workers,1
27111,2004,George W. Bush,Republican,19734
27111,2004,John Kerry,Democratic-F.L.,12038
27111,2004,Ralph Nader,Better Life,217
27111,2004,David Cobb,Green,50
27111,2004,Michael Badnarik,Libertarian,40
27111,2004,Write-ins,-,33
27111,2004,Michael Peroutka,Constitution,29
27111,2004,Thomas Harens,Christian Freedom,26
27111,2004,Bill Van Auken,Socialist Equality,8
27111,2004,Roger Calero,Socialist Workers,3
27131,2004,John Kerry,Democratic-F.L.,16425
27131,2004,George W. Bush,Republican,13881
27131,2004,Ralph Nader,Better Life,255
27131,2004,Michael Badnarik,Libertarian,52
27131,2004,David Cobb,Green,50
27131,2004,Thomas Harens,Christian Freedom,26
27131,2004,Michael Peroutka,Constitution,25
27131,2004,Write-ins,-,21
27131,2004,Bill Van Auken,Socialist Equality,7
27131,2004,Roger Calero,Socialist Workers,3
27025,2004,George W. Bush,Republican,15705
27025,2004,John Kerry,Democratic-F.L.,12219
27025,2004,Ralph Nader,Better Life,166
27025,2004,Michael Badnarik,Libertarian,45
27025,2004,Michael Peroutka,Constitution,41
27025,2004,David Cobb,Green,39
27025,2004,Thomas Harens,Christian Freedom,30
27025,2004,Write-ins,-,11
27025,2004,Bill Van Auken,Socialist Equality,3
27025,2004,Roger Calero,Socialist Workers,1
27027,2004,George W. Bush,Republican,14365
27027,2004,John Kerry,Democratic-F.L.,12989
27027,2004,Ralph Nader,Better Life,201
27027,2004,David Cobb,Green,65
27027,2004,Michael Badnarik,Libertarian,45
27027,2004,Michael Peroutka,Constitution,28
27027,2004,Write-ins,-,21
27027,2004,Thomas Harens,Christian Freedom,17
27027,2004,Bill Van Auken,Socialist Equality,4
27027,2004,Roger Calero,Socialist Workers,2
27169,2004,John Kerry,Democratic-F.L.,14231
27169,2004,George W. Bush,Republican,12686
27169,2004,Ralph Nader,Better Life,263
27169,2004,Michael Badnarik,Libertarian,57
27169,2004,David Cobb,Green,52
27169,2004,Thomas Harens,Christian Freedom,42
27169,2004,Michael Peroutka,Constitution,41
27169,2004,Write-ins,-,32
27169,2004,Roger Calero,Socialist Workers,9
27169,2004,Bill Van Auken,Socialist Equality,9
27049,2004,George W. Bush,Republican,13134
27049,2004,John Kerry,Democratic-F.L.,12103
27049,2004,Ralph Nader,Better Life,209
27049,2004,David Cobb,Green,49
27049,2004,Michael Badnarik,Libertarian,37
27049,2004,Michael Peroutka,Constitution,28
27049,2004,Thomas Harens,Christian Freedom,25
27049,2004,Write-ins,-,13
27049,2004,Roger Calero,Socialist Workers,6
27049,2004,Bill Van Auken,Socialist Equality,4
27061,2004,John Kerry,Democratic-F.L.,13290
27061,2004,George W. Bush,Republican,10705
27061,2004,Ralph Nader,Better Life,171
27061,2004,Michael Peroutka,Constitution,57
27061,2004,David Cobb,Green,56
27061,2004,Michael Badnarik,Libertarian,38
27061,2004,Thomas Harens,Christian Freedom,29
27061,2004,Write-ins,-,13
27061,2004,Bill Van Auken,Socialist Equality,5
27061,2004,Roger Calero,Socialist Workers,3
27041,2004,George W. Bush,Republican,11793
27041,2004,John Kerry,Democratic-F.L.,8219
27041,2004,Ralph Nader,Better Life,195
27041,2004,David Cobb,Green,42
27041,2004,Thomas Harens,Christian Freedom,16
27041,2004,Write-ins,-,14
27041,2004,Michael Badnarik,Libertarian,11
27041,2004,Michael Peroutka,Constitution,11
27041,2004,Bill Van Auken,Socialist Equality,5
27041,2004,Roger Calero,Socialist Workers,3
27067,2004,George W. Bush,Republican,11704
27067,2004,John Kerry,Democratic-F.L.,9337
27067,2004,Ralph Nader,Better Life,155
27067,2004,Michael Badnarik,Libertarian,39
27067,2004,David Cobb,Green,33
27067,2004,Thomas Harens,Christian Freedom,31
27067,2004,Michael Peroutka,Constitution,22
27067,2004,Write-ins,-,20
27067,2004,Bill Van Auken,Socialist Equality,8
27007,2004,John Kerry,Democratic-F.L.,10592
27007,2004,George W. Bush,Republican,10237
27007,2004,Ralph Nader,Better Life,131
27007,2004,David Cobb,Green,66
27007,2004,Michael Badnarik,Libertarian,32
27007,2004,Michael Peroutka,Constitution,22
27007,2004,Write-ins,-,20
27007,2004,Thomas Harens,Christian Freedom,20
27007,2004,Bill Van Auken,Socialist Equality,7
27007,2004,Roger Calero,Socialist Workers,4
27059,2004,George W. Bush,Republican,11190
27059,2004,John Kerry,Democratic-F.L.,7883
27059,2004,Ralph Nader,Better Life,112
27059,2004,Michael Badnarik,Libertarian,31
27059,2004,Michael Peroutka,Constitution,29
27059,2004,David Cobb,Green,25
27059,2004,Write-ins,-,19
27059,2004,Thomas Harens,Christian Freedom,19
27059,2004,Roger Calero,Socialist Workers,3
27059,2004,Bill Van Auken,Socialist Equality,2
27009,2004,George W. Bush,Republican,10043
27009,2004,John Kerry,Democratic-F.L.,8059
27009,2004,Ralph Nader,Better Life,140
27009,2004,David Cobb,Green,40
27009,2004,Michael Badnarik,Libertarian,32
27009,2004,Michael Peroutka,Constitution,26
27009,2004,Write-ins,-,20
27009,2004,Thomas Harens,Christian Freedom,19
27009,2004,Bill Van Auken,Socialist Equality,3
27009,2004,Roger Calero,Socialist Workers,2
27147,2004,George W. Bush,Republican,10389
27147,2004,John Kerry,Democratic-F.L.,7994
27147,2004,Ralph Nader,Better Life,129
27147,2004,Michael Peroutka,Constitution,71
27147,2004,David Cobb,Green,49
27147,2004,Thomas Harens,Christian Freedom,22
27147,2004,Michael Badnarik,Libertarian,17
27147,2004,Write-ins,-,15
27147,2004,Bill Van Auken,Socialist Equality,5
27147,2004,Roger Calero,Socialist Workers,4
27085,2004,George W. Bush,Republican,11407
27085,2004,John Kerry,Democratic-F.L.,6712
27085,2004,Ralph Nader,Better Life,132
27085,2004,Michael Peroutka,Constitution,62
27085,2004,David Cobb,Green,31
27085,2004,Thomas Harens,Christian Freedom,30
27085,2004,Write-ins,-,23
27085,2004,Michael Badnarik,Libertarian,11
27085,2004,Roger Calero,Socialist Workers,2
27085,2004,Bill Van Auken,Socialist Equality,2
27017,2004,John Kerry,Democratic-F.L.,11462
27017,2004,George W. Bush,Republican,6642
27017,2004,Ralph Nader,Better Life,118
27017,2004,David Cobb,Green,29
27017,2004,Write-ins,-,25
27017,2004,Michael Peroutka,Constitution,24
27017,2004,Thomas Harens,Christian Freedom,15
27017,2004,Michael Badnarik,Libertarian,14
27017,2004,Bill Van Auken,Socialist Equality,4
27017,2004,Roger Calero,Socialist Workers,1
27103,2004,John Kerry,Democratic-F.L.,8797
27103,2004,George W. Bush,Republican,8689
27103,2004,Ralph Nader,Better Life,130
27103,2004,David Cobb,Green,48
27103,2004,Michael Badnarik,Libertarian,21
27103,2004,Write-ins,-,21
27103,2004,Thomas Harens,Christian Freedom,17
27103,2004,Michael Peroutka,Constitution,12
27103,2004,Roger Calero,Socialist Workers,4
