fips,election,candidate,party,vote
8013,2008,Bradford Lyttle,U. S. Pacifist,4
8035,2008,"John S. McCain, III",Republican,88108
8035,2008,Barack H. Obama,Democratic,61960
8035,2008,Bob Barr,Libertarian,608
8035,2008,Ralph Nader,Unaffiliated,509
8035,2008,Charles O. Baldwin,Constitution,292
8035,2008,Alan Keyes,America's Independent,126
8035,2008,Cynthia A. McKinney,Green CO,109
8035,2008,Frank E. McEnulty,Unaffiliated,32
8035,2008,Jonathan E. Allen,HeartQuake '08,24
8035,2008,Charles Jay,Boston Tea,17
8035,2008,Thomas R. Stevens,Objectivist,17
8035,2008,Roger Calero,Socialist Workers,4
8035,2008,Bradford Lyttle,U. S. Pacifist,4
8035,2008,Brian Moore,Socialist,3
8035,2008,Gloria LaRiva,Socialism and Liberation,3
8035,2008,Gene C. Amondson,Prohibition,3
8123,2008,"John S. McCain, III",Republican,56526
8123,2008,Barack H. Obama,Democratic,47292
8123,2008,Ralph Nader,Unaffiliated,648
8123,2008,Bob Barr,Libertarian,489
8123,2008,Charles O. Baldwin,Constitution,472
8123,2008,Alan Keyes,America's Independent,168
8123,2008,Cynthia A. McKinney,Green CO,115
8123,2008,Frank E. McEnulty,Unaffiliated,57
8123,2008,Charles Jay,Boston Tea,39
8123,2008,Jonathan E. Allen,HeartQuake '08,15
8123,2008,Thomas R. Stevens,Objectivist,15
8123,2008,Brian Moore,Socialist,8
8123,2008,Roger Calero,Socialist Workers,6
8123,2008,Gloria LaRiva,Socialism and Liberation,6
8123,2008,Bradford Lyttle,U. S. Pacifist,5
8123,2008,Gene C. Amondson,Prohibition,5
8101,2008,Barack H. Obama,Democratic,41097
8101,2008,"John S. McCain, III",Republican,30257
8101,2008,Ralph Nader,Unaffiliated,420
8101,2008,Bob Barr,Libertarian,173
8101,2008,Charles O. Baldwin,Constitution,132
8101,2008,Alan Keyes,America's Independent,131
8101,2008,Cynthia A. McKinney,Green CO,81
8101,2008,Charles Jay,Boston Tea,48
8101,2008,Frank E. McEnulty,Unaffiliated,27
8101,2008,Thomas R. Stevens,Objectivist,15
8101,2008,Brian Moore,Socialist,13
8101,2008,Gloria LaRiva,Socialism and Liberation,10
8101,2008,Roger Calero,Socialist Workers,8
8101,2008,Bradford Lyttle,U. S. Pacifist,8
8101,2008,Jonathan E. Allen,HeartQuake '08,5
8101,2008,Gene C. Amondson,Prohibition,2
8077,2008,"John S. McCain, III",Republican,44578
8077,2008,Barack H. Obama,Democratic,24008
8077,2008,Ralph Nader,Unaffiliated,380
8077,2008,Bob Barr,Libertarian,291
8077,2008,Charles O. Baldwin,Constitution,133
8077,2008,Alan Keyes,America's Independent,94
8077,2008,Cynthia A. McKinney,Green CO,64
8077,2008,Frank E. McEnulty,Unaffiliated,40
8077,2008,Charles Jay,Boston Tea,12
8077,2008,Thomas R. Stevens,Objectivist,9
8077,2008,Roger Calero,Socialist Workers,5
8077,2008,Brian Moore,Socialist,5
8077,2008,Bradford Lyttle,U. S. Pacifist,4
8077,2008,Gloria LaRiva,Socialism and Liberation,3
8077,2008,Jonathan E. Allen,HeartQuake '08,3
8077,2008,Gene C. Amondson,Prohibition,2
8014,2008,Barack H. Obama,Democratic,16168
8014,2008,"John S. McCain, III",Republican,12757
8014,2008,Ralph Nader,Unaffiliated,169
8014,2008,Bob Barr,Libertarian,165
8014,2008,Charles O. Baldwin,Constitution,79
8014,2008,Alan Keyes,America's Independent,42
8014,2008,Cynthia A. McKinney,Green CO,32
8014,2008,Charles Jay,Boston Tea,14
8014,2008,Frank E. McEnulty,Unaffiliated,11
8014,2008,Thomas R. Stevens,Objectivist,8
8014,2008,Jonathan E. Allen,HeartQuake '08,4
8014,2008,Gloria LaRiva,Socialism and Liberation,2
8014,2008,Roger Calero,Socialist Workers,1
8014,2008,Brian Moore,Socialist,1
8067,2008,Barack H. Obama,Democratic,16057
8067,2008,"John S. McCain, III",Republican,11503
8067,2008,Ralph Nader,Unaffiliated,164
8067,2008,Bob Barr,Libertarian,110
8067,2008,Charles O. Baldwin,Constitution,73
8067,2008,Cynthia A. McKinney,Green CO,51
8067,2008,Alan Keyes,America's Independent,10
8067,2008,Gloria LaRiva,Socialism and Liberation,3
8067,2008,Jonathan E. Allen,HeartQuake '08,3
8067,2008,Frank E. McEnulty,Unaffiliated,2
8067,2008,Thomas R. Stevens,Objectivist,2
8067,2008,Brian Moore,Socialist,1
8045,2008,"John S. McCain, III",Republican,11359
8045,2008,Barack H. Obama,Democratic,11357
8045,2008,Ralph Nader,Unaffiliated,157
8045,2008,Bob Barr,Libertarian,87
8045,2008,Charles O. Baldwin,Constitution,45
8045,2008,Cynthia A. McKinney,Green CO,35
8045,2008,Alan Keyes,America's Independent,18
8045,2008,Frank E. McEnulty,Unaffiliated,11
8045,2008,Charles Jay,Boston Tea,6
8045,2008,Gloria LaRiva,Socialism and Liberation,3
8045,2008,Brian Moore,Socialist,2
8045,2008,Jonathan E. Allen,HeartQuake '08,2
8037,2008,Barack H. Obama,Democratic,13191
8037,2008,"John S. McCain, III",Republican,8181
8037,2008,Ralph Nader,Unaffiliated,111
8037,2008,Bob Barr,Libertarian,97
8037,2008,Cynthia A. McKinney,Green CO,29
8037,2008,Charles O. Baldwin,Constitution,26
8037,2008,Alan Keyes,America's Independent,11
8037,2008,Charles Jay,Boston Tea,5
8037,2008,Frank E. McEnulty,Unaffiliated,3
8037,2008,Thomas R. Stevens,Objectivist,2
8037,2008,Roger Calero,Socialist Workers,1
8037,2008,Brian Moore,Socialist,1
8043,2008,"John S. McCain, III",Republican,12668
8043,2008,Barack H. Obama,Democratic,6844
8043,2008,Ralph Nader,Unaffiliated,150
8043,2008,Charles O. Baldwin,Constitution,87
8043,2008,Bob Barr,Libertarian,81
8043,2008,Alan Keyes,America's Independent,31
8043,2008,Cynthia A. McKinney,Green CO,27
8043,2008,Frank E. McEnulty,Unaffiliated,11
8043,2008,Charles Jay,Boston Tea,8
8043,2008,Thomas R. Stevens,Objectivist,6
8043,2008,Roger Calero,Socialist Workers,2
8043,2008,Brian Moore,Socialist,2
8043,2008,Bradford Lyttle,U. S. Pacifist,2
8085,2008,"John S. McCain, III",Republican,12199
8085,2008,Barack H. Obama,Democratic,6495
8085,2008,Ralph Nader,Unaffiliated,119
8085,2008,Bob Barr,Libertarian,102
8085,2008,Charles O. Baldwin,Constitution,85
8085,2008,Jonathan E. Allen,HeartQuake '08,68
8085,2008,Alan Keyes,America's Independent,39
8085,2008,Cynthia A. McKinney,Green CO,18
8085,2008,Frank E. McEnulty,Unaffiliated,12
8085,2008,Charles Jay,Boston Tea,8
8085,2008,Gloria LaRiva,Socialism and Liberation,4
8085,2008,Thomas R. Stevens,Objectivist,3
8085,2008,Roger Calero,Socialist Workers,1
8029,2008,"John S. McCain, III",Republican,10067
8029,2008,Barack H. Obama,Democratic,5084
8029,2008,Ralph Nader,Unaffiliated,93
8029,2008,Bob Barr,Libertarian,66
8029,2008,Charles O. Baldwin,Constitution,59
8029,2008,Cynthia A. McKinney,Green CO,20
8029,2008,Alan Keyes,America's Independent,18
8029,2008,Jonathan E. Allen,HeartQuake '08,9
8029,2008,Frank E. McEnulty,Unaffiliated,8
8029,2008,Gene C. Amondson,Prohibition,4
8029,2008,Charles Jay,Boston Tea,3
8029,2008,Brian Moore,Socialist,2
8029,2008,Thomas R. Stevens,Objectivist,1
8117,2008,Barack H. Obama,Democratic,9802
8117,2008,"John S. McCain, III",Republican,4883
8117,2008,Ralph Nader,Unaffiliated,89
8117,2008,Bob Barr,Libertarian,69
8117,2008,Charles O. Baldwin,Constitution,22
8117,2008,Cynthia A. McKinney,Green CO,13
8117,2008,Alan Keyes,America's Independent,10
8117,2008,Charles Jay,Boston Tea,4
8117,2008,Frank E. McEnulty,Unaffiliated,3
8117,2008,Jonathan E. Allen,HeartQuake '08,2
8117,2008,Roger Calero,Socialist Workers,1
8117,2008,Gene C. Amondson,Prohibition,1
8039,2008,"John S. McCain, III",Republican,9108
8039,2008,Barack H. Obama,Democratic,3819
8039,2008,Ralph Nader,Unaffiliated,77
8039,2008,Bob Barr,Libertarian,73
8039,2008,Charles O. Baldwin,Constitution,67
8039,2008,Alan Keyes,America's Independent,22
8039,2008,Cynthia A. McKinney,Green CO,19
8039,2008,Charles Jay,Boston Tea,7
8039,2008,Frank E. McEnulty,Unaffiliated,6
8039,2008,Brian Moore,Socialist,2
8039,2008,Jonathan E. Allen,HeartQuake '08,2
8039,2008,Roger Calero,Socialist Workers,1
8039,2008,Gloria LaRiva,Socialism and Liberation,1
8039,2008,Bradford Lyttle,U. S. Pacifist,1
8039,2008,Thomas R. Stevens,Objectivist,1
8119,2008,"John S. McCain, III",Republican,8146
8119,2008,Barack H. Obama,Democratic,4513
8119,2008,Bob Barr,Libertarian,80
8119,2008,Ralph Nader,Unaffiliated,66
8119,2008,Charles O. Baldwin,Constitution,45
8119,2008,Alan Keyes,America's Independent,24
8119,2008,Cynthia A. McKinney,Green CO,13
8119,2008,Charles Jay,Boston Tea,7
8119,2008,Frank E. McEnulty,Unaffiliated,4
8119,2008,Brian Moore,Socialist,3
8119,2008,Roger Calero,Socialist Workers,1
8119,2008,Gloria LaRiva,Socialism and Liberation,1
8119,2008,Jonathan E. Allen,HeartQuake '08,1
8119,2008,Gene C. Amondson,Prohibition,1
8119,2008,Thomas R. Stevens,Objectivist,1
8107,2008,Barack H. Obama,Democratic,8270
8107,2008,"John S. McCain, III",Republican,4725
8107,2008,Ralph Nader,Unaffiliated,68
8107,2008,Bob Barr,Libertarian,66
8107,2008,Charles O. Baldwin,Constitution,33
8107,2008,Cynthia A. McKinney,Green CO,13
8107,2008,Alan Keyes,America's Independent,8
8107,2008,Thomas R. Stevens,Objectivist,6
8107,2008,Charles Jay,Boston Tea,4
8107,2008,Brian Moore,Socialist,2
8107,2008,Jonathan E. Allen,HeartQuake '08,2
8107,2008,Roger Calero,Socialist Workers,1
8107,2008,Bradford Lyttle,U. S. Pacifist,1
8083,2008,"John S. McCain, III",Republican,6961
8083,2008,Barack H. Obama,Democratic,4661
8083,2008,Ralph Nader,Unaffiliated,76
8083,2008,Bob Barr,Libertarian,48
8083,2008,Charles O. Baldwin,Constitution,31
8083,2008,Cynthia A. McKinney,Green CO,17
8083,2008,Alan Keyes,America's Independent,14
8083,2008,Frank E. McEnulty,Unaffiliated,7
8083,2008,Charles Jay,Boston Tea,3
8083,2008,Brian Moore,Socialist,2
8083,2008,Gene C. Amondson,Prohibition,2
8083,2008,Roger Calero,Socialist Workers,1
8083,2008,Jonathan E. Allen,HeartQuake '08,1
8083,2008,Bradford Lyttle,U. S. Pacifist,1
8087,2008,"John S. McCain, III",Republican,6272
8087,2008,Barack H. Obama,Democratic,3813
8087,2008,Ralph Nader,Unaffiliated,64
8087,2008,Bob Barr,Libertarian,32
8087,2008,Charles O. Baldwin,Constitution,26
8087,2008,Cynthia A. McKinney,Green CO,9
8087,2008,Alan Keyes,America's Independent,7
8087,2008,Frank E. McEnulty,Unaffiliated,7
8087,2008,Brian Moore,Socialist,2
8087,2008,Gloria LaRiva,Socialism and Liberation,1
8087,2008,Thomas R. Stevens,Objectivist,1
8015,2008,"John S. McCain, III",Republican,4873
8015,2008,Barack H. Obama,Democratic,4862
8015,2008,Ralph Nader,Unaffiliated,67
8015,2008,Bob Barr,Libertarian,39
8015,2008,Charles O. Baldwin,Constitution,37
8015,2008,Alan Keyes,America's Independent,21
8015,2008,Cynthia A. McKinney,Green CO,13
8015,2008,Frank E. McEnulty,Unaffiliated,4
8015,2008,Charles Jay,Boston Tea,3
8015,2008,Jonathan E. Allen,HeartQuake '08,1
8015,2008,Thomas R. Stevens,Objectivist,1
8097,2008,Barack H. Obama,Democratic,7349
8097,2008,"John S. McCain, III",Republican,2484
8097,2008,Ralph Nader,Unaffiliated,56
8097,2008,Bob Barr,Libertarian,43
8097,2008,Charles O. Baldwin,Constitution,12
8097,2008,Cynthia A. McKinney,Green CO,10
8097,2008,Alan Keyes,America's Independent,7
8097,2008,Charles Jay,Boston Tea,2
8097,2008,Bradford Lyttle,U. S. Pacifist,1
8097,2008,Frank E. McEnulty,Unaffiliated,1
8097,2008,Thomas R. Stevens,Objectivist,1
8093,2008,"John S. McCain, III",Republican,4896
8093,2008,Barack H. Obama,Democratic,4250
8093,2008,Ralph Nader,Unaffiliated,76
8093,2008,Bob Barr,Libertarian,76
8093,2008,Charles O. Baldwin,Constitution,38
8093,2008,Alan Keyes,America's Independent,21
8093,2008,Cynthia A. McKinney,Green CO,17
8093,2008,Charles Jay,Boston Tea,4
8093,2008,Frank E. McEnulty,Unaffiliated,3
8093,2008,Gloria LaRiva,Socialism and Liberation,1
8093,2008,Jonathan E. Allen,HeartQuake '08,1
8075,2008,"John S. McCain, III",Republican,6002
8075,2008,Barack H. Obama,Democratic,2846
8075,2008,Ralph Nader,Unaffiliated,48
8075,2008,Bob Barr,Libertarian,26
8075,2008,Charles O. Baldwin,Constitution,18
8075,2008,Alan Keyes,America's Independent,17
8075,2008,Cynthia A. McKinney,Green CO,7
8075,2008,Frank E. McEnulty,Unaffiliated,5
8075,2008,Charles Jay,Boston Tea,2
8075,2008,Thomas R. Stevens,Objectivist,2
8075,2008,Roger Calero,Socialist Workers,1
8075,2008,Gloria LaRiva,Socialism and Liberation,1
8075,2008,Jonathan E. Allen,HeartQuake '08,1
8075,2008,Gene C. Amondson,Prohibition,1
8051,2008,Barack H. Obama,Democratic,5557
8051,2008,"John S. McCain, III",Republican,3131
8051,2008,Ralph Nader,Unaffiliated,68
8051,2008,Bob Barr,Libertarian,47
8051,2008,Charles O. Baldwin,Constitution,30
8051,2008,Cynthia A. McKinney,Green CO,20
8051,2008,Alan Keyes,America's Independent,8
8051,2008,Thomas R. Stevens,Objectivist,4
8051,2008,Charles Jay,Boston Tea,3
8051,2008,Brian Moore,Socialist,1
8051,2008,Bradford Lyttle,U. S. Pacifist,1
8051,2008,Frank E. McEnulty,Unaffiliated,1
8049,2008,"John S. McCain, III",Republican,4128
8049,2008,Barack H. Obama,Democratic,4037
8049,2008,Ralph Nader,Unaffiliated,57
8049,2008,Bob Barr,Libertarian,36
8049,2008,Charles O. Baldwin,Constitution,27
8049,2008,Cynthia A. McKinney,Green CO,11
8049,2008,Alan Keyes,America's Independent,5
8049,2008,Charles Jay,Boston Tea,4
8049,2008,Roger Calero,Socialist Workers,1
8049,2008,Gloria LaRiva,Socialism and Liberation,1
8049,2008,Jonathan E. Allen,HeartQuake '08,1
8049,2008,Frank E. McEnulty,Unaffiliated,1
8089,2008,"John S. McCain, III",Republican,4393
8089,2008,Barack H. Obama,Democratic,3547
8089,2008,Ralph Nader,Unaffiliated,55
8089,2008,Charles O. Baldwin,Constitution,31
8089,2008,Bob Barr,Libertarian,12
8089,2008,Alan Keyes,America's Independent,7
8089,2008,Cynthia A. McKinney,Green CO,6
8089,2008,Frank E. McEnulty,Unaffiliated,6
8089,2008,Jonathan E. Allen,HeartQuake '08,3
8089,2008,Roger Calero,Socialist Workers,2
8089,2008,Gloria LaRiva,Socialism and Liberation,2
8089,2008,Gene C. Amondson,Prohibition,1
8007,2008,"John S. McCain, III",Republican,3638
8007,2008,Barack H. Obama,Democratic,2836
8007,2008,Ralph Nader,Unaffiliated,48
8007,2008,Charles O. Baldwin,Constitution,38
8007,2008,Bob Barr,Libertarian,31
8007,2008,Alan Keyes,America's Independent,11
8007,2008,Cynthia A. McKinney,Green CO,8
8007,2008,Charles Jay,Boston Tea,4
8007,2008,Gloria LaRiva,Socialism and Liberation,3
8007,2008,Roger Calero,Socialist Workers,2
8007,2008,Brian Moore,Socialist,2
8007,2008,Frank E. McEnulty,Unaffiliated,2
8007,2008,Bradford Lyttle,U. S. Pacifist,1
8007,2008,Thomas R. Stevens,Objectivist,1
8003,2008,Barack H. Obama,Democratic,3521
8003,2008,"John S. McCain, III",Republican,2635
8003,2008,Ralph Nader,Unaffiliated,61
8003,2008,Charles O. Baldwin,Constitution,24
8003,2008,Bob Barr,Libertarian,16
8003,2008,Cynthia A. McKinney,Green CO,14
8003,2008,Alan Keyes,America's Independent,6
8003,2008,Gloria LaRiva,Socialism and Liberation,3
8003,2008,Charles Jay,Boston Tea,2
8003,2008,Thomas R. Stevens,Objectivist,2
8003,2008,Roger Calero,Socialist Workers,1
8003,2008,Frank E. McEnulty,Unaffiliated,1
8071,2008,Barack H. Obama,Democratic,3562
8071,2008,"John S. McCain, III",Republican,3086
8071,2008,Ralph Nader,Unaffiliated,51
8071,2008,Bob Barr,Libertarian,16
8071,2008,Charles O. Baldwin,Constitution,12
8071,2008,Cynthia A. McKinney,Green CO,10
8071,2008,Alan Keyes,America's Independent,6
8071,2008,Charles Jay,Boston Tea,5
8071,2008,Frank E. McEnulty,Unaffiliated,5
8071,2008,Gloria LaRiva,Socialism and Liberation,3
8071,2008,Roger Calero,Socialist Workers,2
8071,2008,Thomas R. Stevens,Objectivist,2
8071,2008,Jonathan E. Allen,HeartQuake '08,1
8081,2008,"John S. McCain, III",Republican,4135
8081,2008,Barack H. Obama,Democratic,1582
8081,2008,Ralph Nader,Unaffiliated,56
8081,2008,Bob Barr,Libertarian,38
8081,2008,Charles O. Baldwin,Constitution,27
8081,2008,Alan Keyes,America's Independent,11
8081,2008,Cynthia A. McKinney,Green CO,8
8081,2008,Frank E. McEnulty,Unaffiliated,6
8081,2008,Charles Jay,Boston Tea,2
8081,2008,Jonathan E. Allen,HeartQuake '08,2
8081,2008,Thomas R. Stevens,Objectivist,2
8081,2008,Roger Calero,Socialist Workers,1
8081,2008,Gloria LaRiva,Socialism and Liberation,1
8019,2008,Barack H. Obama,Democratic,3332
8019,2008,"John S. McCain, III",Republican,2300
8019,2008,Bob Barr,Libertarian,54
8019,2008,Ralph Nader,Unaffiliated,43
8019,2008,Charles O. Baldwin,Constitution,13
8019,2008,Cynthia A. McKinney,Green CO,7
8019,2008,Alan Keyes,America's Independent,5
8019,2008,Charles Jay,Boston Tea,3
8019,2008,Frank E. McEnulty,Unaffiliated,3
8019,2008,Gene C. Amondson,Prohibition,3
8019,2008,Brian Moore,Socialist,1
8019,2008,Gloria LaRiva,Socialism and Liberation,1
8019,2008,Bradford Lyttle,U. S. Pacifist,1
8019,2008,Thomas R. Stevens,Objectivist,1
8105,2008,"John S. McCain, III",Republican,2930
8105,2008,Barack H. Obama,Democratic,2448
8105,2008,Ralph Nader,Unaffiliated,34
8105,2008,Bob Barr,Libertarian,10
8105,2008,Charles O. Baldwin,Constitution,10
8105,2008,Cynthia A. McKinney,Green CO,4
8105,2008,Roger Calero,Socialist Workers,2
8105,2008,Gloria LaRiva,Socialism and Liberation,1
8105,2008,Charles Jay,Boston Tea,1
8105,2008,Alan Keyes,America's Independent,1
8105,2008,Jonathan E. Allen,HeartQuake '08,1
8105,2008,Frank E. McEnulty,Unaffiliated,1
8105,2008,Thomas R. Stevens,Objectivist,1
8099,2008,"John S. McCain, III",Republican,3043
8099,2008,Barack H. Obama,Democratic,1487
8099,2008,Ralph Nader,Unaffiliated,36
8099,2008,Bob Barr,Libertarian,20
8099,2008,Charles O. Baldwin,Constitution,10
8099,2008,Alan Keyes,America's Independent,9
8099,2008,Cynthia A. McKinney,Green CO,6
8099,2008,Brian Moore,Socialist,1
8099,2008,Jonathan E. Allen,HeartQuake '08,1
8099,2008,Frank E. McEnulty,Unaffiliated,1
8099,2008,Gene C. Amondson,Prohibition,1
8125,2008,"John S. McCain, III",Republican,3286
8125,2008,Barack H. Obama,Democratic,1117
8125,2008,Ralph Nader,Unaffiliated,32
8125,2008,Bob Barr,Libertarian,19
8125,2008,Alan Keyes,America's Independent,15
8125,2008,Charles O. Baldwin,Constitution,5
8125,2008,Cynthia A. McKinney,Green CO,3
8125,2008,Frank E. McEnulty,Unaffiliated,3
8125,2008,Charles Jay,Boston Tea,2
8125,2008,Thomas R. Stevens,Objectivist,1
8113,2008,Barack H. Obama,Democratic,3349
8113,2008,"John S. McCain, III",Republican,933
8113,2008,Ralph Nader,Unaffiliated,25
8113,2008,Bob Barr,Libertarian,23
8113,2008,Cynthia A. McKinney,Green CO,11
8113,2008,Charles O. Baldwin,Constitution,6
8113,2008,Jonathan E. Allen,HeartQuake '08,2
8113,2008,Frank E. McEnulty,Unaffiliated,1
8021,2008,Barack H. Obama,Democratic,2154
8021,2008,"John S. McCain, III",Republican,1653
8021,2008,Ralph Nader,Unaffiliated,25
8021,2008,Charles O. Baldwin,Constitution,22
8021,2008,Cynthia A. McKinney,Green CO,5
8021,2008,Bob Barr,Libertarian,3
8021,2008,Gloria LaRiva,Socialism and Liberation,3
8021,2008,Thomas R. Stevens,Objectivist,3
8021,2008,Roger Calero,Socialist Workers,2
8021,2008,Alan Keyes,America's Independent,2
8021,2008,Charles Jay,Boston Tea,1
8021,2008,Gene C. Amondson,Prohibition,1
8055,2008,Barack H. Obama,Democratic,1989
8055,2008,"John S. McCain, III",Republican,1580
8055,2008,Ralph Nader,Unaffiliated,28
8055,2008,Charles O. Baldwin,Constitution,13
8055,2008,Bob Barr,Libertarian,12
8055,2008,Cynthia A. McKinney,Green CO,11
8055,2008,Alan Keyes,America's Independent,3
8055,2008,Frank E. McEnulty,Unaffiliated,3
8055,2008,Brian Moore,Socialist,1
8055,2008,Charles Jay,Boston Tea,1
8055,2008,Jonathan E. Allen,HeartQuake '08,1
8055,2008,Bradford Lyttle,U. S. Pacifist,1
8063,2008,"John S. McCain, III",Republican,2455
8063,2008,Barack H. Obama,Democratic,912
8063,2008,Ralph Nader,Unaffiliated,25
8063,2008,Bob Barr,Libertarian,14
8063,2008,Charles O. Baldwin,Constitution,14
8063,2008,Cynthia A. McKinney,Green CO,8
8063,2008,Alan Keyes,America's Independent,4
8063,2008,Jonathan E. Allen,HeartQuake '08,3
8063,2008,Frank E. McEnulty,Unaffiliated,3
8063,2008,Gloria LaRiva,Socialism and Liberation,2
8063,2008,Charles Jay,Boston Tea,1
8063,2008,Thomas R. Stevens,Objectivist,1
8047,2008,Barack H. Obama,Democratic,1990
8047,2008,"John S. McCain, III",Republican,1283
8047,2008,Ralph Nader,Unaffiliated,38
8047,2008,Charles O. Baldwin,Constitution,25
8047,2008,Bob Barr,Libertarian,20
8047,2008,Alan Keyes,America's Independent,5
8047,2008,Cynthia A. McKinney,Green CO,4
8047,2008,Frank E. McEnulty,Unaffiliated,3
8047,2008,Jonathan E. Allen,HeartQuake '08,1
8103,2008,"John S. McCain, III",Republican,2437
8103,2008,Barack H. Obama,Democratic,655
8103,2008,Charles O. Baldwin,Constitution,19
8103,2008,Ralph Nader,Unaffiliated,14
8103,2008,Bob Barr,Libertarian,12
8103,2008,Alan Keyes,America's Independent,5
8103,2008,Cynthia A. McKinney,Green CO,3
8103,2008,Frank E. McEnulty,Unaffiliated,2
8091,2008,Barack H. Obama,Democratic,1636
8091,2008,"John S. McCain, III",Republican,1367
8091,2008,Ralph Nader,Unaffiliated,20
8091,2008,Bob Barr,Libertarian,19
8091,2008,Charles O. Baldwin,Constitution,7
8091,2008,Cynthia A. McKinney,Green CO,5
8091,2008,Alan Keyes,America's Independent,3
8091,2008,Jonathan E. Allen,HeartQuake '08,1
8091,2008,Frank E. McEnulty,Unaffiliated,1
8091,2008,Thomas R. Stevens,Objectivist,1
8065,2008,Barack H. Obama,Democratic,1859
8065,2008,"John S. McCain, III",Republican,1078
8065,2008,Ralph Nader,Unaffiliated,27
8065,2008,Bob Barr,Libertarian,14
8065,2008,Charles O. Baldwin,Constitution,12
8065,2008,Cynthia A. McKinney,Green CO,4
8065,2008,Alan Keyes,America's Independent,3
8065,2008,Frank E. McEnulty,Unaffiliated,3
8065,2008,Charles Jay,Boston Tea,1
8065,2008,Thomas R. Stevens,Objectivist,1
8027,2008,"John S. McCain, III",Republican,1672
8027,2008,Barack H. Obama,Democratic,912
8027,2008,Ralph Nader,Unaffiliated,13
8027,2008,Bob Barr,Libertarian,13
8027,2008,Charles O. Baldwin,Constitution,7
8027,2008,Alan Keyes,America's Independent,5
8027,2008,Cynthia A. McKinney,Green CO,4
8027,2008,Charles Jay,Boston Tea,2
8027,2008,Frank E. McEnulty,Unaffiliated,1
8109,2008,Barack H. Obama,Democratic,1730
8109,2008,"John S. McCain, III",Republican,956
8109,2008,Ralph Nader,Unaffiliated,24
8109,2008,Bob Barr,Libertarian,17
8109,2008,Charles O. Baldwin,Constitution,10
8109,2008,Cynthia A. McKinney,Green CO,8
8109,2008,Charles Jay,Boston Tea,2
8109,2008,Alan Keyes,America's Independent,2
8109,2008,Frank E. McEnulty,Unaffiliated,1
8121,2008,"John S. McCain, III",Republican,1949
8121,2008,Barack H. Obama,Democratic,529
8121,2008,Ralph Nader,Unaffiliated,9
8121,2008,Bob Barr,Libertarian,7
8121,2008,Cynthia A. McKinney,Green CO,6
8121,2008,Charles O. Baldwin,Constitution,6
8121,2008,Thomas R. Stevens,Objectivist,3
8121,2008,Alan Keyes,America's Independent,2
8121,2008,Frank E. McEnulty,Unaffiliated,1
8121,2008,Gene C. Amondson,Prohibition,1
8073,2008,"John S. McCain, III",Republican,1717
8073,2008,Barack H. Obama,Democratic,546
8073,2008,Ralph Nader,Unaffiliated,21
8073,2008,Charles O. Baldwin,Constitution,9
8073,2008,Bob Barr,Libertarian,4
8073,2008,Frank E. McEnulty,Unaffiliated,4
8073,2008,Cynthia A. McKinney,Green CO,1
8073,2008,Brian Moore,Socialist,1
8073,2008,Alan Keyes,America's Independent,1
8095,2008,"John S. McCain, III",Republican,1613
8095,2008,Barack H. Obama,Democratic,622
8095,2008,Ralph Nader,Unaffiliated,11
8095,2008,Bob Barr,Libertarian,9
8095,2008,Frank E. McEnulty,Unaffiliated,2
8095,2008,Cynthia A. McKinney,Green CO,1
8095,2008,Charles O. Baldwin,Constitution,1
8095,2008,Alan Keyes,America's Independent,1
8095,2008,Jonathan E. Allen,HeartQuake '08,1
8009,2008,"John S. McCain, III",Republican,1572
8009,2008,Barack H. Obama,Democratic,536
8009,2008,Ralph Nader,Unaffiliated,25
8009,2008,Alan Keyes,America's Independent,11
8009,2008,Bob Barr,Libertarian,10
8009,2008,Charles O. Baldwin,Constitution,10
8009,2008,Cynthia A. McKinney,Green CO,5
8009,2008,Roger Calero,Socialist Workers,2
8009,2008,Charles Jay,Boston Tea,2
8009,2008,Jonathan E. Allen,HeartQuake '08,1
8009,2008,Thomas R. Stevens,Objectivist,1
8011,2008,"John S. McCain, III",Republican,1077
8011,2008,Barack H. Obama,Democratic,799
8011,2008,Ralph Nader,Unaffiliated,23
8011,2008,Bob Barr,Libertarian,6
8011,2008,Charles O. Baldwin,Constitution,6
8011,2008,Cynthia A. McKinney,Green CO,2
8011,2008,Gene C. Amondson,Prohibition,2
8011,2008,Brian Moore,Socialist,1
8011,2008,Charles Jay,Boston Tea,1
8011,2008,Alan Keyes,America's Independent,1
8011,2008,Jonathan E. Allen,HeartQuake '08,1
8011,2008,Bradford Lyttle,U. S. Pacifist,1
8023,2008,Barack H. Obama,Democratic,1245
8023,2008,"John S. McCain, III",Republican,415
8023,2008,Ralph Nader,Unaffiliated,11
8023,2008,Bob Barr,Libertarian,8
8023,2008,Charles O. Baldwin,Constitution,5
8023,2008,Alan Keyes,America's Independent,4
8023,2008,Bradford Lyttle,U. S. Pacifist,3
8023,2008,Frank E. McEnulty,Unaffiliated,2
8023,2008,Cynthia A. McKinney,Green CO,1
8023,2008,Roger Calero,Socialist Workers,1
8023,2008,Charles Jay,Boston Tea,1
8023,2008,Jonathan E. Allen,HeartQuake '08,1
8025,2008,"John S. McCain, III",Republican,976
8025,2008,Barack H. Obama,Democratic,552
8025,2008,Ralph Nader,Unaffiliated,14
8025,2008,Charles O. Baldwin,Constitution,5
8025,2008,Cynthia A. McKinney,Green CO,4
