fips,election,candidate,party,vote
47035,2008,"John S. McCain, III",Republican,17436
47035,2008,Barack H. Obama,Democratic,7889
47035,2008,Ralph Nader,Independent,151
47035,2008,Charles O. Baldwin,Independent,97
47035,2008,Bob Barr,Independent,96
47035,2008,Cynthia A. McKinney,Independent,26
47035,2008,Brian Moore,Independent,11
47035,2008,Charles Jay,Independent,6
47059,2008,"John S. McCain, III",Republican,17151
47059,2008,Barack H. Obama,Democratic,7110
47059,2008,Ralph Nader,Independent,141
47059,2008,Charles O. Baldwin,Independent,110
47059,2008,Bob Barr,Independent,72
47059,2008,Cynthia A. McKinney,Independent,34
47059,2008,Brian Moore,Independent,34
47059,2008,Charles Jay,Independent,18
47167,2008,"John S. McCain, III",Republican,17165
47167,2008,Barack H. Obama,Democratic,7931
47167,2008,Bob Barr,Independent,68
47167,2008,Ralph Nader,Independent,64
47167,2008,Charles O. Baldwin,Independent,52
47167,2008,Cynthia A. McKinney,Independent,20
47167,2008,Brian Moore,Independent,11
47167,2008,Charles Jay,Independent,5
47105,2008,"John S. McCain, III",Republican,15815
47105,2008,Barack H. Obama,Democratic,6058
47105,2008,Ralph Nader,Independent,108
47105,2008,Bob Barr,Independent,99
47105,2008,Charles O. Baldwin,Independent,69
47105,2008,Cynthia A. McKinney,Independent,15
47105,2008,Brian Moore,Independent,15
47105,2008,Charles Jay,Independent,5
47145,2008,"John S. McCain, III",Republican,15658
47145,2008,Barack H. Obama,Democratic,7224
47145,2008,Ralph Nader,Independent,170
47145,2008,Bob Barr,Independent,93
47145,2008,Charles O. Baldwin,Independent,77
47145,2008,Cynthia A. McKinney,Independent,33
47145,2008,Brian Moore,Independent,12
47145,2008,Charles Jay,Independent,9
47019,2008,"John S. McCain, III",Republican,15852
47019,2008,Barack H. Obama,Democratic,5587
47019,2008,Ralph Nader,Independent,111
47019,2008,Bob Barr,Independent,80
47019,2008,Charles O. Baldwin,Independent,77
47019,2008,Cynthia A. McKinney,Independent,31
47019,2008,Brian Moore,Independent,21
47019,2008,Charles Jay,Independent,10
47073,2008,"John S. McCain, III",Republican,14756
47073,2008,Barack H. Obama,Democratic,5930
47073,2008,Ralph Nader,Independent,144
47073,2008,Charles O. Baldwin,Independent,89
47073,2008,Bob Barr,Independent,61
47073,2008,Brian Moore,Independent,31
47073,2008,Cynthia A. McKinney,Independent,22
47073,2008,Charles Jay,Independent,7
47063,2008,"John S. McCain, III",Republican,15508
47063,2008,Barack H. Obama,Democratic,6807
47063,2008,Ralph Nader,Independent,111
47063,2008,Bob Barr,Independent,99
47063,2008,Charles O. Baldwin,Independent,92
47063,2008,Cynthia A. McKinney,Independent,30
47063,2008,Brian Moore,Independent,11
47063,2008,Charles Jay,Independent,11
47031,2008,"John S. McCain, III",Republican,13250
47031,2008,Barack H. Obama,Democratic,7132
47031,2008,Ralph Nader,Independent,139
47031,2008,Charles O. Baldwin,Independent,114
47031,2008,Bob Barr,Independent,94
47031,2008,Cynthia A. McKinney,Independent,30
47031,2008,Brian Moore,Independent,21
47031,2008,Charles Jay,Independent,10
47053,2008,"John S. McCain, III",Republican,13516
47053,2008,Barack H. Obama,Democratic,7406
47053,2008,Ralph Nader,Independent,107
47053,2008,Charles O. Baldwin,Independent,89
47053,2008,Bob Barr,Independent,75
47053,2008,Cynthia A. McKinney,Independent,27
47053,2008,Brian Moore,Independent,17
47053,2008,Charles Jay,Independent,16
47047,2008,"John S. McCain, III",Republican,12173
47047,2008,Barack H. Obama,Democratic,6892
47047,2008,Bob Barr,Independent,65
47047,2008,Ralph Nader,Independent,38
47047,2008,Charles O. Baldwin,Independent,38
47047,2008,Cynthia A. McKinney,Independent,27
47047,2008,Charles Jay,Independent,11
47047,2008,Brian Moore,Independent,10
47089,2008,"John S. McCain, III",Republican,13092
47089,2008,Barack H. Obama,Democratic,5178
47089,2008,Ralph Nader,Independent,106
47089,2008,Bob Barr,Independent,68
47089,2008,Charles O. Baldwin,Independent,55
47089,2008,Cynthia A. McKinney,Independent,17
47089,2008,Brian Moore,Independent,10
47089,2008,Charles Jay,Independent,6
47107,2008,"John S. McCain, III",Republican,12989
47107,2008,Barack H. Obama,Democratic,5541
47107,2008,Ralph Nader,Independent,93
47107,2008,Bob Barr,Independent,67
47107,2008,Charles O. Baldwin,Independent,65
47107,2008,Cynthia A. McKinney,Independent,15
47107,2008,Brian Moore,Independent,13
47107,2008,Charles Jay,Independent,6
47043,2008,"John S. McCain, III",Republican,11677
47043,2008,Barack H. Obama,Democratic,7506
47043,2008,Ralph Nader,Independent,125
47043,2008,Charles O. Baldwin,Independent,90
47043,2008,Bob Barr,Independent,65
47043,2008,Cynthia A. McKinney,Independent,23
47043,2008,Brian Moore,Independent,19
47043,2008,Charles Jay,Independent,14
47123,2008,"John S. McCain, III",Republican,11484
47123,2008,Barack H. Obama,Democratic,5053
47123,2008,Ralph Nader,Independent,82
47123,2008,Bob Barr,Independent,66
47123,2008,Charles O. Baldwin,Independent,56
47123,2008,Cynthia A. McKinney,Independent,19
47123,2008,Brian Moore,Independent,9
47123,2008,Charles Jay,Independent,8
47051,2008,"John S. McCain, III",Republican,10539
47051,2008,Barack H. Obama,Democratic,6613
47051,2008,Ralph Nader,Independent,115
47051,2008,Charles O. Baldwin,Independent,69
47051,2008,Bob Barr,Independent,54
47051,2008,Cynthia A. McKinney,Independent,23
47051,2008,Brian Moore,Independent,11
47051,2008,Charles Jay,Independent,8
47021,2008,"John S. McCain, III",Republican,10702
47021,2008,Barack H. Obama,Democratic,5498
47021,2008,Ralph Nader,Independent,101
47021,2008,Charles O. Baldwin,Independent,59
47021,2008,Bob Barr,Independent,48
47021,2008,Cynthia A. McKinney,Independent,11
47021,2008,Brian Moore,Independent,5
47021,2008,Charles Jay,Independent,4
47099,2008,"John S. McCain, III",Republican,10566
47099,2008,Barack H. Obama,Democratic,5161
47099,2008,Ralph Nader,Independent,114
47099,2008,Charles O. Baldwin,Independent,89
47099,2008,Bob Barr,Independent,44
47099,2008,Cynthia A. McKinney,Independent,21
47099,2008,Brian Moore,Independent,14
47099,2008,Charles Jay,Independent,11
47003,2008,"John S. McCain, III",Republican,10217
47003,2008,Barack H. Obama,Democratic,5027
47003,2008,Ralph Nader,Independent,104
47003,2008,Charles O. Baldwin,Independent,76
47003,2008,Bob Barr,Independent,51
47003,2008,Cynthia A. McKinney,Independent,17
47003,2008,Brian Moore,Independent,11
47003,2008,Charles Jay,Independent,4
47177,2008,"John S. McCain, III",Republican,8562
47177,2008,Barack H. Obama,Democratic,5515
47177,2008,Ralph Nader,Independent,115
47177,2008,Charles O. Baldwin,Independent,79
47177,2008,Bob Barr,Independent,65
47177,2008,Cynthia A. McKinney,Independent,36
47177,2008,Brian Moore,Independent,15
47177,2008,Charles Jay,Independent,13
47103,2008,"John S. McCain, III",Republican,9231
47103,2008,Barack H. Obama,Democratic,3695
47103,2008,Ralph Nader,Independent,72
47103,2008,Bob Barr,Independent,48
47103,2008,Charles O. Baldwin,Independent,46
47103,2008,Cynthia A. McKinney,Independent,16
47103,2008,Brian Moore,Independent,15
47103,2008,Charles Jay,Independent,7
47045,2008,"John S. McCain, III",Republican,9859
47045,2008,Barack H. Obama,Democratic,4411
47045,2008,Ralph Nader,Independent,72
47045,2008,Charles O. Baldwin,Independent,45
47045,2008,Bob Barr,Independent,36
47045,2008,Cynthia A. McKinney,Independent,15
47045,2008,Brian Moore,Independent,10
47045,2008,Charles Jay,Independent,2
47079,2008,"John S. McCain, III",Republican,8182
47079,2008,Barack H. Obama,Democratic,5153
47079,2008,Ralph Nader,Independent,80
47079,2008,Charles O. Baldwin,Independent,55
47079,2008,Bob Barr,Independent,42
47079,2008,Cynthia A. McKinney,Independent,13
47079,2008,Brian Moore,Independent,10
47079,2008,Charles Jay,Independent,10
47013,2008,"John S. McCain, III",Republican,8535
47013,2008,Barack H. Obama,Democratic,3867
47013,2008,Ralph Nader,Independent,99
47013,2008,Charles O. Baldwin,Independent,61
47013,2008,Bob Barr,Independent,34
47013,2008,Cynthia A. McKinney,Independent,18
47013,2008,Brian Moore,Independent,9
47013,2008,Charles Jay,Independent,5
47131,2008,"John S. McCain, III",Republican,8873
47131,2008,Barack H. Obama,Democratic,4308
47131,2008,Ralph Nader,Independent,98
47131,2008,Charles O. Baldwin,Independent,45
47131,2008,Bob Barr,Independent,33
47131,2008,Cynthia A. McKinney,Independent,19
47131,2008,Brian Moore,Independent,9
47131,2008,Charles Jay,Independent,7
47183,2008,"John S. McCain, III",Republican,8855
47183,2008,Barack H. Obama,Democratic,4596
47183,2008,Ralph Nader,Independent,73
47183,2008,Charles O. Baldwin,Independent,68
47183,2008,Bob Barr,Independent,59
47183,2008,Brian Moore,Independent,21
47183,2008,Cynthia A. McKinney,Independent,13
47183,2008,Charles Jay,Independent,5
47029,2008,"John S. McCain, III",Republican,8945
47029,2008,Barack H. Obama,Democratic,3340
47029,2008,Ralph Nader,Independent,76
47029,2008,Charles O. Baldwin,Independent,47
47029,2008,Bob Barr,Independent,30
47029,2008,Cynthia A. McKinney,Independent,19
47029,2008,Brian Moore,Independent,15
47029,2008,Charles Jay,Independent,9
47117,2008,"John S. McCain, III",Republican,6755
47117,2008,Barack H. Obama,Democratic,4320
47117,2008,Ralph Nader,Independent,88
47117,2008,Bob Barr,Independent,49
47117,2008,Charles O. Baldwin,Independent,46
47117,2008,Cynthia A. McKinney,Independent,13
47117,2008,Charles Jay,Independent,10
47117,2008,Brian Moore,Independent,8
47055,2008,"John S. McCain, III",Republican,6902
47055,2008,Barack H. Obama,Democratic,4614
47055,2008,Ralph Nader,Independent,64
47055,2008,Charles O. Baldwin,Independent,44
47055,2008,Bob Barr,Independent,38
47055,2008,Cynthia A. McKinney,Independent,14
47055,2008,Charles Jay,Independent,8
47055,2008,Brian Moore,Independent,5
47143,2008,"John S. McCain, III",Republican,8042
47143,2008,Barack H. Obama,Democratic,2907
47143,2008,Ralph Nader,Independent,43
47143,2008,Bob Barr,Independent,42
47143,2008,Charles O. Baldwin,Independent,38
47143,2008,Cynthia A. McKinney,Independent,17
47143,2008,Brian Moore,Independent,10
47143,2008,Charles Jay,Independent,7
47115,2008,"John S. McCain, III",Republican,6746
47115,2008,Barack H. Obama,Democratic,4506
47115,2008,Ralph Nader,Independent,69
47115,2008,Bob Barr,Independent,49
47115,2008,Charles O. Baldwin,Independent,40
47115,2008,Cynthia A. McKinney,Independent,12
47115,2008,Brian Moore,Independent,8
47115,2008,Charles Jay,Independent,7
47025,2008,"John S. McCain, III",Republican,7175
47025,2008,Barack H. Obama,Democratic,3078
47025,2008,Ralph Nader,Independent,64
47025,2008,Charles O. Baldwin,Independent,40
47025,2008,Bob Barr,Independent,34
47025,2008,Cynthia A. McKinney,Independent,16
47025,2008,Brian Moore,Independent,8
47025,2008,Charles Jay,Independent,5
47017,2008,"John S. McCain, III",Republican,7455
47017,2008,Barack H. Obama,Democratic,3980
47017,2008,Ralph Nader,Independent,86
47017,2008,Charles O. Baldwin,Independent,55
47017,2008,Bob Barr,Independent,37
47017,2008,Cynthia A. McKinney,Independent,19
47017,2008,Brian Moore,Independent,7
47017,2008,Charles Jay,Independent,7
47077,2008,"John S. McCain, III",Republican,7669
47077,2008,Barack H. Obama,Democratic,3021
47077,2008,Bob Barr,Independent,41
47077,2008,Ralph Nader,Independent,40
47077,2008,Charles O. Baldwin,Independent,39
47077,2008,Cynthia A. McKinney,Independent,11
47077,2008,Charles Jay,Independent,8
47077,2008,Brian Moore,Independent,5
47109,2008,"John S. McCain, III",Republican,7135
47109,2008,Barack H. Obama,Democratic,3131
47109,2008,Ralph Nader,Independent,80
47109,2008,Charles O. Baldwin,Independent,32
47109,2008,Bob Barr,Independent,17
47109,2008,Brian Moore,Independent,14
47109,2008,Cynthia A. McKinney,Independent,12
47109,2008,Charles Jay,Independent,1
47071,2008,"John S. McCain, III",Republican,7077
47071,2008,Barack H. Obama,Democratic,2794
47071,2008,Ralph Nader,Independent,64
47071,2008,Bob Barr,Independent,33
47071,2008,Cynthia A. McKinney,Independent,20
47071,2008,Charles O. Baldwin,Independent,19
47071,2008,Brian Moore,Independent,14
47071,2008,Charles Jay,Independent,14
47185,2008,"John S. McCain, III",Republican,6103
47185,2008,Barack H. Obama,Democratic,3372
47185,2008,Ralph Nader,Independent,70
47185,2008,Charles O. Baldwin,Independent,49
47185,2008,Bob Barr,Independent,31
47185,2008,Cynthia A. McKinney,Independent,9
47185,2008,Charles Jay,Independent,8
47185,2008,Brian Moore,Independent,5
47069,2008,Barack H. Obama,Democratic,5919
47069,2008,"John S. McCain, III",Republican,5225
47069,2008,Ralph Nader,Independent,24
47069,2008,Charles O. Baldwin,Independent,24
47069,2008,Bob Barr,Independent,19
47069,2008,Charles Jay,Independent,12
47069,2008,Cynthia A. McKinney,Independent,9
47069,2008,Brian Moore,Independent,5
47133,2008,"John S. McCain, III",Republican,4497
47133,2008,Barack H. Obama,Democratic,3419
47133,2008,Ralph Nader,Independent,59
47133,2008,Charles O. Baldwin,Independent,41
47133,2008,Bob Barr,Independent,38
47133,2008,Cynthia A. McKinney,Independent,22
47133,2008,Brian Moore,Independent,11
47133,2008,Charles Jay,Independent,5
47097,2008,"John S. McCain, III",Republican,4933
47097,2008,Barack H. Obama,Democratic,4322
47097,2008,Ralph Nader,Independent,28
47097,2008,Charles O. Baldwin,Independent,24
47097,2008,Bob Barr,Independent,20
47097,2008,Cynthia A. McKinney,Independent,6
47097,2008,Charles Jay,Independent,3
47097,2008,Brian Moore,Independent,2
47057,2008,"John S. McCain, III",Republican,5297
47057,2008,Barack H. Obama,Democratic,2066
47057,2008,Ralph Nader,Independent,64
47057,2008,Charles O. Baldwin,Independent,27
47057,2008,Bob Barr,Independent,26
47057,2008,Cynthia A. McKinney,Independent,14
47057,2008,Brian Moore,Independent,6
47057,2008,Charles Jay,Independent,3
47081,2008,"John S. McCain, III",Republican,4784
47081,2008,Barack H. Obama,Democratic,3563
47081,2008,Ralph Nader,Independent,56
47081,2008,Charles O. Baldwin,Independent,51
47081,2008,Bob Barr,Independent,31
47081,2008,Cynthia A. McKinney,Independent,10
47081,2008,Brian Moore,Independent,2
47081,2008,Charles Jay,Independent,1
47111,2008,"John S. McCain, III",Republican,5145
47111,2008,Barack H. Obama,Democratic,2060
47111,2008,Charles O. Baldwin,Independent,59
47111,2008,Ralph Nader,Independent,45
47111,2008,Bob Barr,Independent,29
47111,2008,Cynthia A. McKinney,Independent,10
47111,2008,Brian Moore,Independent,6
47111,2008,Charles Jay,Independent,6
47159,2008,"John S. McCain, III",Republican,4563
47159,2008,Barack H. Obama,Democratic,2992
47159,2008,Charles O. Baldwin,Independent,67
47159,2008,Ralph Nader,Independent,65
47159,2008,Bob Barr,Independent,33
47159,2008,Cynthia A. McKinney,Independent,12
47159,2008,Brian Moore,Independent,7
47159,2008,Charles Jay,Independent,2
47049,2008,"John S. McCain, III",Republican,4789
47049,2008,Barack H. Obama,Democratic,1831
47049,2008,Ralph Nader,Independent,42
47049,2008,Charles O. Baldwin,Independent,27
47049,2008,Bob Barr,Independent,23
47049,2008,Cynthia A. McKinney,Independent,14
47049,2008,Brian Moore,Independent,7
47049,2008,Charles Jay,Independent,6
47171,2008,"John S. McCain, III",Republican,5011
47171,2008,Barack H. Obama,Democratic,2107
47171,2008,Charles O. Baldwin,Independent,37
47171,2008,Ralph Nader,Independent,31
47171,2008,Bob Barr,Independent,26
47171,2008,Brian Moore,Independent,5
47171,2008,Cynthia A. McKinney,Independent,3
47171,2008,Charles Jay,Independent,3
47085,2008,"John S. McCain, III",Republican,3818
47085,2008,Barack H. Obama,Democratic,3600
47085,2008,Ralph Nader,Independent,66
47085,2008,Charles O. Baldwin,Independent,42
47085,2008,Bob Barr,Independent,24
47085,2008,Cynthia A. McKinney,Independent,15
47085,2008,Brian Moore,Independent,9
47085,2008,Charles Jay,Independent,6
47151,2008,"John S. McCain, III",Republican,4931
47151,2008,Barack H. Obama,Democratic,1720
47151,2008,Ralph Nader,Independent,53
47151,2008,Bob Barr,Independent,33
47151,2008,Charles O. Baldwin,Independent,22
47151,2008,Cynthia A. McKinney,Independent,10
47151,2008,Charles Jay,Independent,8
47151,2008,Brian Moore,Independent,6
47041,2008,"John S. McCain, III",Republican,4085
47041,2008,Barack H. Obama,Democratic,2832
47041,2008,Ralph Nader,Independent,57
47041,2008,Charles O. Baldwin,Independent,34
47041,2008,Bob Barr,Independent,33
47041,2008,Cynthia A. McKinney,Independent,15
47041,2008,Brian Moore,Independent,5
47041,2008,Charles Jay,Independent,4
47075,2008,Barack H. Obama,Democratic,4893
47075,2008,"John S. McCain, III",Republican,3165
47075,2008,Ralph Nader,Independent,24
47075,2008,Bob Barr,Independent,18
47075,2008,Charles O. Baldwin,Independent,11
47075,2008,Charles Jay,Independent,6
47075,2008,Cynthia A. McKinney,Independent,4
47129,2008,"John S. McCain, III",Republican,4717
47129,2008,Barack H. Obama,Democratic,1969
47129,2008,Charles O. Baldwin,Independent,43
47129,2008,Ralph Nader,Independent,37
47129,2008,Bob Barr,Independent,23
47129,2008,Cynthia A. McKinney,Independent,20
47129,2008,Charles Jay,Independent,7
47129,2008,Brian Moore,Independent,6
47091,2008,"John S. McCain, III",Republican,4621
47091,2008,Barack H. Obama,Democratic,1837
47091,2008,Ralph Nader,Independent,49
47091,2008,Charles O. Baldwin,Independent,30
47091,2008,Bob Barr,Independent,27
47091,2008,Cynthia A. McKinney,Independent,13
47091,2008,Brian Moore,Independent,10
47091,2008,Charles Jay,Independent,4
47139,2008,"John S. McCain, III",Republican,4267
47139,2008,Barack H. Obama,Democratic,2124
47139,2008,Ralph Nader,Independent,44
47139,2008,Bob Barr,Independent,25
47139,2008,Charles O. Baldwin,Independent,24
47139,2008,Brian Moore,Independent,9
47139,2008,Cynthia A. McKinney,Independent,4
47139,2008,Charles Jay,Independent,4
47023,2008,"John S. McCain, III",Republican,4587
47023,2008,Barack H. Obama,Democratic,1797
47023,2008,Ralph Nader,Independent,23
47023,2008,Bob Barr,Independent,22
47023,2008,Charles O. Baldwin,Independent,16
47023,2008,Cynthia A. McKinney,Independent,7
47023,2008,Charles Jay,Independent,6
47023,2008,Brian Moore,Independent,1
47005,2008,"John S. McCain, III",Republican,3696
47005,2008,Barack H. Obama,Democratic,2645
47005,2008,Ralph Nader,Independent,56
47005,2008,Charles O. Baldwin,Independent,38
47005,2008,Bob Barr,Independent,21
47005,2008,Cynthia A. McKinney,Independent,16
47005,2008,Brian Moore,Independent,5
47005,2008,Charles Jay,Independent,2
47173,2008,"John S. McCain, III",Republican,4467
47173,2008,Barack H. Obama,Democratic,1829
47173,2008,Ralph Nader,Independent,38
47173,2008,Charles O. Baldwin,Independent,22
47173,2008,Bob Barr,Independent,18
47173,2008,Cynthia A. McKinney,Independent,17
47173,2008,Brian Moore,Independent,6
47173,2008,Charles Jay,Independent,2
47181,2008,"John S. McCain, III",Republican,4076
47181,2008,Barack H. Obama,Democratic,1355
47181,2008,Ralph Nader,Independent,36
47181,2008,Bob Barr,Independent,24
47181,2008,Charles O. Baldwin,Independent,14
47181,2008,Cynthia A. McKinney,Independent,9
47181,2008,Brian Moore,Independent,7
47181,2008,Charles Jay,Independent,6
47153,2008,"John S. McCain, III",Republican,3610
47153,2008,Barack H. Obama,Democratic,1717
47153,2008,Ralph Nader,Independent,34
47153,2008,Charles O. Baldwin,Independent,33
47153,2008,Bob Barr,Independent,24
47153,2008,Cynthia A. McKinney,Independent,8
47153,2008,Brian Moore,Independent,7
47153,2008,Charles Jay,Independent,4
47033,2008,"John S. McCain, III",Republican,3994
47033,2008,Barack H. Obama,Democratic,1967
47033,2008,Ralph Nader,Independent,29
47033,2008,Bob Barr,Independent,19
47033,2008,Charles O. Baldwin,Independent,14
47033,2008,Cynthia A. McKinney,Independent,10
47033,2008,Brian Moore,Independent,3
47033,2008,Charles Jay,Independent,1
47015,2008,"John S. McCain, III",Republican,3322
47015,2008,Barack H. Obama,Democratic,2011
47015,2008,Ralph Nader,Independent,50
47015,2008,Charles O. Baldwin,Independent,29
47015,2008,Bob Barr,Independent,27
47015,2008,Cynthia A. McKinney,Independent,11
47015,2008,Brian Moore,Independent,5
47015,2008,Charles Jay,Independent,2
47161,2008,"John S. McCain, III",Republican,2956
47161,2008,Barack H. Obama,Democratic,2470
47161,2008,Ralph Nader,Independent,34
47161,2008,Bob Barr,Independent,18
47161,2008,Charles O. Baldwin,Independent,15
47161,2008,Cynthia A. McKinney,Independent,6
47161,2008,Charles Jay,Independent,6
47161,2008,Brian Moore,Independent,2
47061,2008,"John S. McCain, III",Republican,2563
47061,2008,Barack H. Obama,Democratic,1971
47061,2008,Ralph Nader,Independent,38
47061,2008,Charles O. Baldwin,Independent,28
47061,2008,Bob Barr,Independent,21
47061,2008,Cynthia A. McKinney,Independent,7
47061,2008,Brian Moore,Independent,2
47061,2008,Charles Jay,Independent,2
47007,2008,"John S. McCain, III",Republican,3166
47007,2008,Barack H. Obama,Democratic,1517
47007,2008,Ralph Nader,Independent,32
47007,2008,Charles O. Baldwin,Independent,27
47007,2008,Bob Barr,Independent,17
47007,2008,Cynthia A. McKinney,Independent,10
47007,2008,Brian Moore,Independent,9
47007,2008,Charles Jay,Independent,6
47101,2008,"John S. McCain, III",Republican,2951
47101,2008,Barack H. Obama,Democratic,1804
47101,2008,Ralph Nader,Independent,35
47101,2008,Charles O. Baldwin,Independent,21
47101,2008,Bob Barr,Independent,16
47101,2008,Cynthia A. McKinney,Independent,5
47101,2008,Brian Moore,Independent,2
47039,2008,"John S. McCain, III",Republican,3101
47039,2008,Barack H. Obama,Democratic,1566
47039,2008,Ralph Nader,Independent,38
47039,2008,Charles O. Baldwin,Independent,24
47039,2008,Bob Barr,Independent,19
47039,2008,Cynthia A. McKinney,Independent,7
47039,2008,Brian Moore,Independent,5
47039,2008,Charles Jay,Independent,3
47087,2008,Barack H. Obama,Democratic,2224
47087,2008,"John S. McCain, III",Republican,2185
47087,2008,Ralph Nader,Independent,44
47087,2008,Bob Barr,Independent,16
47087,2008,Cynthia A. McKinney,Independent,11
47087,2008,Charles O. Baldwin,Independent,11
47087,2008,Brian Moore,Independent,5
47087,2008,Charles Jay,Independent,5
47121,2008,"John S. McCain, III",Republican,2797
47121,2008,Barack H. Obama,Democratic,1372
47121,2008,Ralph Nader,Independent,28
47121,2008,Charles O. Baldwin,Independent,17
47121,2008,Bob Barr,Independent,14
47121,2008,Cynthia A. McKinney,Independent,4
47121,2008,Charles Jay,Independent,4
47121,2008,Brian Moore,Independent,1
47083,2008,Barack H. Obama,Democratic,1678
47083,2008,"John S. McCain, III",Republican,1608
47083,2008,Ralph Nader,Independent,23
47083,2008,Charles O. Baldwin,Independent,23
47083,2008,Bob Barr,Independent,16
47083,2008,Charles Jay,Independent,3
47083,2008,Cynthia A. McKinney,Independent,2
47083,2008,Brian Moore,Independent,1
47169,2008,"John S. McCain, III",Republican,1688
47169,2008,Barack H. Obama,Democratic,1475
47169,2008,Charles O. Baldwin,Independent,32
47169,2008,Ralph Nader,Independent,24
47169,2008,Bob Barr,Independent,13
47169,2008,Cynthia A. McKinney,Independent,4
47169,2008,Brian Moore,Independent,2
47169,2008,Charles Jay,Independent,1
47127,2008,"John S. McCain, III",Republican,2010
47127,2008,Barack H. Obama,Democratic,881
47127,2008,Ralph Nader,Independent,23
47127,2008,Charles O. Baldwin,Independent,16
47127,2008,Bob Barr,Independent,13
47127,2008,Brian Moore,Independent,6
47127,2008,Cynthia A. McKinney,Independent,2
47127,2008,Charles Jay,Independent,1
47027,2008,"John S. McCain, III",Republican,1676
47027,2008,Barack H. Obama,Democratic,1248
47027,2008,Charles O. Baldwin,Independent,23
47027,2008,Ralph Nader,Independent,21
47027,2008,Bob Barr,Independent,14
47027,2008,Cynthia A. McKinney,Independent,10
47027,2008,Brian Moore,Independent,2
47135,2008,"John S. McCain, III",Republican,1596
47135,2008,Barack H. Obama,Democratic,1329
47135,2008,Ralph Nader,Independent,25
47135,2008,Charles O. Baldwin,Independent,25
47135,2008,Bob Barr,Independent,13
47135,2008,Cynthia A. McKinney,Independent,7
47135,2008,Brian Moore,Independent,5
47137,2008,"John S. McCain, III",Republican,1786
47137,2008,Barack H. Obama,Democratic,854
47137,2008,Ralph Nader,Independent,15
47137,2008,Bob Barr,Independent,9
47137,2008,Charles O. Baldwin,Independent,3
47137,2008,Brian Moore,Independent,2
47137,2008,Cynthia A. McKinney,Independent,1
47137,2008,Charles Jay,Independent,1
47175,2008,"John S. McCain, III",Republican,1294
47175,2008,Barack H. Obama,Democratic,849
47175,2008,Ralph Nader,Independent,26
47175,2008,Charles O. Baldwin,Independent,18
47175,2008,Bob Barr,Independent,11
47175,2008,Cynthia A. McKinney,Independent,3
47175,2008,Brian Moore,Independent,3
47175,2008,Charles Jay,Independent,2
47067,2008,"John S. McCain, III",Republican,1588
47067,2008,Barack H. Obama,Democratic,604
47067,2008,Ralph Nader,Independent,26
47067,2008,Charles O. Baldwin,Independent,10
47067,2008,Bob Barr,Independent,6
47067,2008,Charles Jay,Independent,4
47067,2008,Cynthia A. McKinney,Independent,3
47095,2008,"John S. McCain, III",Republican,1175
47095,2008,Barack H. Obama,Democratic,1024
47095,2008,Ralph Nader,Independent,19
47095,2008,Bob Barr,Independent,10
47095,2008,Charles O. Baldwin,Independent,5
47095,2008,Charles Jay,Independent,4
47095,2008,Cynthia A. McKinney,Independent,1
48201,2008,Barack H. Obama,Democratic,590982
48201,2008,"John S. McCain, III",Republican,571883
48201,2008,Bob Barr,Libertarian,6783
48201,2008,Ralph Nader,Write-in,858
48201,2008,Charles O. Baldwin,Write-in,656
48201,2008,Cynthia A. McKinney,Write-in,176
48201,2008,Alan Keyes,Write-in,102
48201,2008,Write-ins,-,12
48201,2008,Jonathan E. Allen,Write-in,12
48201,2008,Brian Moore,Write-in,8
48113,2008,Barack H. Obama,Democratic,422989
48113,2008,"John S. McCain, III",Republican,310000
48113,2008,Bob Barr,Libertarian,4361
48113,2008,Write-ins,-,1615
48113,2008,Ralph Nader,Write-in,517
48113,2008,Charles O. Baldwin,Write-in,405
48113,2008,Alan Keyes,Write-in,92
48113,2008,Cynthia A. McKinney,Write-in,75
48113,2008,Brian Moore,Write-in,10
48113,2008,Jonathan E. Allen,Write-in,10
48439,2008,"John S. McCain, III",Republican,348420
48439,2008,Barack H. Obama,Democratic,274880
48439,2008,Bob Barr,Libertarian,4211
48439,2008,Charles O. Baldwin,Write-in,493
48439,2008,Ralph Nader,Write-in,412
48439,2008,Alan Keyes,Write-in,75
48439,2008,Cynthia A. McKinney,Write-in,43
48439,2008,Brian Moore,Write-in,11
48439,2008,Write-ins,-,4
48439,2008,Jonathan E. Allen,Write-in,4
48029,2008,Barack H. Obama,Democratic,275527
48029,2008,"John S. McCain, III",Republican,246275
48029,2008,Bob Barr,Libertarian,3602
48029,2008,Write-ins,-,1777
48029,2008,Ralph Nader,Write-in,153
48029,2008,Charles O. Baldwin,Write-in,120
48029,2008,Cynthia A. McKinney,Write-in,19
48029,2008,Alan Keyes,Write-in,17
48029,2008,Brian Moore,Write-in,1
48029,2008,Jonathan E. Allen,Write-in,1
48453,2008,Barack H. Obama,Democratic,254017
48453,2008,"John S. McCain, III",Republican,136981
48453,2008,Bob Barr,Libertarian,4930
48453,2008,Write-ins,-,2181
48453,2008,Ralph Nader,Write-in,790
48453,2008,Charles O. Baldwin,Write-in,667
48453,2008,Cynthia A. McKinney,Write-in,253
48453,2008,Alan Keyes,Write-in,43
48453,2008,Brian Moore,Write-in,15
48453,2008,Jonathan E. Allen,Write-in,11
48085,2008,"John S. McCain, III",Republican,184897
48085,2008,Barack H. Obama,Democratic,109047
48085,2008,Bob Barr,Libertarian,2168
48085,2008,Write-ins,-,878
