fips,election,candidate,party,vote
40109,2000,Albert Gore Jr.,Democratic,81590
40109,2000,Harry Browne,Libertarian,1245
40109,2000,Patrick Buchanan,Reform,1198
40143,2000,George W. Bush,Republican,134152
40143,2000,Albert Gore Jr.,Democratic,81656
40143,2000,Patrick Buchanan,Reform,1507
40143,2000,Harry Browne,Libertarian,1376
40027,2000,George W. Bush,Republican,47393
40027,2000,Albert Gore Jr.,Democratic,27792
40027,2000,Harry Browne,Libertarian,524
40027,2000,Patrick Buchanan,Reform,462
40017,2000,George W. Bush,Republican,22679
40017,2000,Albert Gore Jr.,Democratic,8367
40017,2000,Patrick Buchanan,Reform,191
40017,2000,Harry Browne,Libertarian,123
40131,2000,George W. Bush,Republican,17713
40131,2000,Albert Gore Jr.,Democratic,10813
40131,2000,Patrick Buchanan,Reform,279
40131,2000,Harry Browne,Libertarian,146
40031,2000,George W. Bush,Republican,17103
40031,2000,Albert Gore Jr.,Democratic,11971
40031,2000,Harry Browne,Libertarian,135
40031,2000,Patrick Buchanan,Reform,124
40145,2000,George W. Bush,Republican,12981
40145,2000,Albert Gore Jr.,Democratic,8244
40145,2000,Patrick Buchanan,Reform,209
40145,2000,Harry Browne,Libertarian,83
40037,2000,George W. Bush,Republican,13580
40037,2000,Albert Gore Jr.,Democratic,9753
40037,2000,Patrick Buchanan,Reform,276
40037,2000,Harry Browne,Libertarian,132
40119,2000,George W. Bush,Republican,15256
40119,2000,Albert Gore Jr.,Democratic,9319
40119,2000,Harry Browne,Libertarian,206
40119,2000,Patrick Buchanan,Reform,166
40125,2000,George W. Bush,Republican,13235
40125,2000,Albert Gore Jr.,Democratic,8763
40125,2000,Patrick Buchanan,Reform,189
40125,2000,Harry Browne,Libertarian,129
40101,2000,Albert Gore Jr.,Democratic,12520
40101,2000,George W. Bush,Republican,11820
40101,2000,Patrick Buchanan,Reform,251
40101,2000,Harry Browne,Libertarian,102
40051,2000,George W. Bush,Republican,10040
40051,2000,Albert Gore Jr.,Democratic,6037
40051,2000,Patrick Buchanan,Reform,123
40051,2000,Harry Browne,Libertarian,76
40147,2000,George W. Bush,Republican,13788
40147,2000,Albert Gore Jr.,Democratic,6644
40147,2000,Patrick Buchanan,Reform,192
40147,2000,Harry Browne,Libertarian,120
40047,2000,George W. Bush,Republican,14902
40047,2000,Albert Gore Jr.,Democratic,6543
40047,2000,Patrick Buchanan,Reform,143
40047,2000,Harry Browne,Libertarian,95
40083,2000,George W. Bush,Republican,8187
40083,2000,Albert Gore Jr.,Democratic,4510
40083,2000,Patrick Buchanan,Reform,91
40083,2000,Harry Browne,Libertarian,82
40113,2000,George W. Bush,Republican,8138
40113,2000,Albert Gore Jr.,Democratic,7540
40113,2000,Patrick Buchanan,Reform,148
40113,2000,Harry Browne,Libertarian,83
40019,2000,George W. Bush,Republican,9667
40019,2000,Albert Gore Jr.,Democratic,6659
40019,2000,Patrick Buchanan,Reform,74
40019,2000,Harry Browne,Libertarian,58
40137,2000,George W. Bush,Republican,10860
40137,2000,Albert Gore Jr.,Democratic,6467
40137,2000,Patrick Buchanan,Reform,89
40137,2000,Harry Browne,Libertarian,72
40121,2000,George W. Bush,Republican,8514
40121,2000,Albert Gore Jr.,Democratic,7627
40121,2000,Patrick Buchanan,Reform,145
40121,2000,Harry Browne,Libertarian,71
40079,2000,George W. Bush,Republican,8215
40079,2000,Albert Gore Jr.,Democratic,6536
40079,2000,Patrick Buchanan,Reform,151
40079,2000,Harry Browne,Libertarian,83
40087,2000,George W. Bush,Republican,6750
40087,2000,Albert Gore Jr.,Democratic,3679
40087,2000,Patrick Buchanan,Reform,70
40087,2000,Harry Browne,Libertarian,40
40071,2000,George W. Bush,Republican,11768
40071,2000,Albert Gore Jr.,Democratic,6122
40071,2000,Patrick Buchanan,Reform,163
40071,2000,Harry Browne,Libertarian,109
40021,2000,Albert Gore Jr.,Democratic,7256
40021,2000,George W. Bush,Republican,6918
40021,2000,Patrick Buchanan,Reform,193
40021,2000,Harry Browne,Libertarian,101
40097,2000,George W. Bush,Republican,7132
40097,2000,Albert Gore Jr.,Democratic,6618
40097,2000,Patrick Buchanan,Reform,166
40097,2000,Harry Browne,Libertarian,85
40041,2000,George W. Bush,Republican,7618
40041,2000,Albert Gore Jr.,Democratic,5514
40041,2000,Patrick Buchanan,Reform,149
40041,2000,Harry Browne,Libertarian,72
40123,2000,George W. Bush,Republican,7299
40123,2000,Albert Gore Jr.,Democratic,5387
40123,2000,Patrick Buchanan,Reform,89
40123,2000,Harry Browne,Libertarian,61
40135,2000,George W. Bush,Republican,6614
40135,2000,Albert Gore Jr.,Democratic,5425
40135,2000,Patrick Buchanan,Reform,163
40135,2000,Harry Browne,Libertarian,52
40081,2000,George W. Bush,Republican,7387
40081,2000,Albert Gore Jr.,Democratic,4140
40081,2000,Patrick Buchanan,Reform,110
40081,2000,Harry Browne,Libertarian,64
40111,2000,Albert Gore Jr.,Democratic,7186
40111,2000,George W. Bush,Republican,5797
40111,2000,Patrick Buchanan,Reform,133
40111,2000,Harry Browne,Libertarian,62
40013,2000,George W. Bush,Republican,6084
40013,2000,Albert Gore Jr.,Democratic,5554
40013,2000,Patrick Buchanan,Reform,61
40013,2000,Harry Browne,Libertarian,47
40089,2000,George W. Bush,Republican,6601
40089,2000,Albert Gore Jr.,Democratic,3752
40089,2000,Patrick Buchanan,Reform,89
40089,2000,Harry Browne,Libertarian,40
40115,2000,Albert Gore Jr.,Democratic,5647
40115,2000,George W. Bush,Republican,5625
40115,2000,Patrick Buchanan,Reform,101
40115,2000,Harry Browne,Libertarian,38
40049,2000,George W. Bush,Republican,5536
40049,2000,Albert Gore Jr.,Democratic,4189
40049,2000,Patrick Buchanan,Reform,73
40049,2000,Harry Browne,Libertarian,45
40039,2000,George W. Bush,Republican,6527
40039,2000,Albert Gore Jr.,Democratic,3115
40039,2000,Harry Browne,Libertarian,55
40039,2000,Patrick Buchanan,Reform,46
40015,2000,George W. Bush,Republican,4835
40015,2000,Albert Gore Jr.,Democratic,4272
40015,2000,Patrick Buchanan,Reform,71
40015,2000,Harry Browne,Libertarian,32
40133,2000,George W. Bush,Republican,4011
40133,2000,Albert Gore Jr.,Democratic,3783
40133,2000,Patrick Buchanan,Reform,42
40133,2000,Harry Browne,Libertarian,30
40091,2000,Albert Gore Jr.,Democratic,4206
40091,2000,George W. Bush,Republican,3444
40091,2000,Patrick Buchanan,Reform,91
40091,2000,Harry Browne,Libertarian,40
40065,2000,George W. Bush,Republican,5591
40065,2000,Albert Gore Jr.,Democratic,2515
40065,2000,Patrick Buchanan,Reform,38
40065,2000,Harry Browne,Libertarian,15
40153,2000,George W. Bush,Republican,5067
40153,2000,Albert Gore Jr.,Democratic,1950
40153,2000,Patrick Buchanan,Reform,48
40153,2000,Harry Browne,Libertarian,35
40009,2000,George W. Bush,Republican,4067
40009,2000,Albert Gore Jr.,Democratic,2408
40009,2000,Patrick Buchanan,Reform,34
40009,2000,Harry Browne,Libertarian,23
40001,2000,George W. Bush,Republican,3503
40001,2000,Albert Gore Jr.,Democratic,2361
40001,2000,Patrick Buchanan,Reform,88
40001,2000,Harry Browne,Libertarian,25
40117,2000,George W. Bush,Republican,3386
40117,2000,Albert Gore Jr.,Democratic,2435
40117,2000,Patrick Buchanan,Reform,65
40117,2000,Harry Browne,Libertarian,39
40073,2000,George W. Bush,Republican,4693
40073,2000,Albert Gore Jr.,Democratic,1304
40073,2000,Patrick Buchanan,Reform,46
40073,2000,Harry Browne,Libertarian,13
40035,2000,George W. Bush,Republican,2815
40035,2000,Albert Gore Jr.,Democratic,2568
40035,2000,Patrick Buchanan,Reform,74
40035,2000,Harry Browne,Libertarian,27
40139,2000,George W. Bush,Republican,4964
40139,2000,Albert Gore Jr.,Democratic,1084
40139,2000,Patrick Buchanan,Reform,25
40139,2000,Harry Browne,Libertarian,15
40099,2000,George W. Bush,Republican,2609
40099,2000,Albert Gore Jr.,Democratic,2263
40099,2000,Patrick Buchanan,Reform,36
40099,2000,Harry Browne,Libertarian,14
40095,2000,George W. Bush,Republican,2641
40095,2000,Albert Gore Jr.,Democratic,2210
40095,2000,Harry Browne,Libertarian,28
40095,2000,Patrick Buchanan,Reform,21
40023,2000,Albert Gore Jr.,Democratic,2799
40023,2000,George W. Bush,Republican,2461
40023,2000,Patrick Buchanan,Reform,31
40023,2000,Harry Browne,Libertarian,24
40005,2000,George W. Bush,Republican,2375
40005,2000,Albert Gore Jr.,Democratic,1906
40005,2000,Patrick Buchanan,Reform,23
40005,2000,Harry Browne,Libertarian,20
40103,2000,George W. Bush,Republican,3230
40103,2000,Albert Gore Jr.,Democratic,1416
40103,2000,Patrick Buchanan,Reform,31
40103,2000,Harry Browne,Libertarian,20
40061,2000,Albert Gore Jr.,Democratic,2510
40061,2000,George W. Bush,Republican,2039
40061,2000,Patrick Buchanan,Reform,60
40061,2000,Harry Browne,Libertarian,19
40149,2000,George W. Bush,Republican,2850
40149,2000,Albert Gore Jr.,Democratic,1564
40149,2000,Patrick Buchanan,Reform,31
40149,2000,Harry Browne,Libertarian,23
40063,2000,Albert Gore Jr.,Democratic,2334
40063,2000,George W. Bush,Republican,2196
40063,2000,Patrick Buchanan,Reform,29
40063,2000,Harry Browne,Libertarian,26
40127,2000,George W. Bush,Republican,2331
40127,2000,Albert Gore Jr.,Democratic,1969
40127,2000,Harry Browne,Libertarian,26
40127,2000,Patrick Buchanan,Reform,22
40105,2000,George W. Bush,Republican,2069
40105,2000,Albert Gore Jr.,Democratic,1703
40105,2000,Patrick Buchanan,Reform,47
40105,2000,Harry Browne,Libertarian,30
40077,2000,Albert Gore Jr.,Democratic,1865
40077,2000,George W. Bush,Republican,1739
40077,2000,Patrick Buchanan,Reform,47
40077,2000,Harry Browne,Libertarian,18
40069,2000,George W. Bush,Republican,2072
40069,2000,Albert Gore Jr.,Democratic,1809
40069,2000,Patrick Buchanan,Reform,31
40069,2000,Harry Browne,Libertarian,18
40107,2000,George W. Bush,Republican,1910
40107,2000,Albert Gore Jr.,Democratic,1814
40107,2000,Patrick Buchanan,Reform,41
40107,2000,Harry Browne,Libertarian,23
40011,2000,George W. Bush,Republican,2633
40011,2000,Albert Gore Jr.,Democratic,1402
40011,2000,Patrick Buchanan,Reform,38
40011,2000,Harry Browne,Libertarian,21
40085,2000,George W. Bush,Republican,1807
40085,2000,Albert Gore Jr.,Democratic,1530
40085,2000,Patrick Buchanan,Reform,18
40085,2000,Harry Browne,Libertarian,17
40151,2000,George W. Bush,Republican,2774
40151,2000,Albert Gore Jr.,Democratic,1235
40151,2000,Patrick Buchanan,Reform,24
40151,2000,Harry Browne,Libertarian,13
40075,2000,George W. Bush,Republican,2173
40075,2000,Albert Gore Jr.,Democratic,1544
40075,2000,Patrick Buchanan,Reform,23
40075,2000,Harry Browne,Libertarian,10
40093,2000,George W. Bush,Republican,2672
40093,2000,Albert Gore Jr.,Democratic,635
40093,2000,Patrick Buchanan,Reform,26
40093,2000,Harry Browne,Libertarian,19
40141,2000,George W. Bush,Republican,1920
40141,2000,Albert Gore Jr.,Democratic,1400
40141,2000,Patrick Buchanan,Reform,16
40141,2000,Harry Browne,Libertarian,13
40033,2000,George W. Bush,Republican,1388
40033,2000,Albert Gore Jr.,Democratic,1068
40033,2000,Patrick Buchanan,Reform,13
40033,2000,Harry Browne,Libertarian,13
40029,2000,George W. Bush,Republican,1196
40029,2000,Albert Gore Jr.,Democratic,1148
40029,2000,Patrick Buchanan,Reform,9
40029,2000,Harry Browne,Libertarian,9
40067,2000,George W. Bush,Republican,1320
40067,2000,Albert Gore Jr.,Democratic,1245
40067,2000,Patrick Buchanan,Reform,14
40067,2000,Harry Browne,Libertarian,14
40003,2000,George W. Bush,Republican,1886
40003,2000,Albert Gore Jr.,Democratic,583
40003,2000,Patrick Buchanan,Reform,25
40003,2000,Harry Browne,Libertarian,13
40043,2000,George W. Bush,Republican,1607
40043,2000,Albert Gore Jr.,Democratic,599
40043,2000,Harry Browne,Libertarian,9
40043,2000,Patrick Buchanan,Reform,5
40007,2000,George W. Bush,Republican,2092
40007,2000,Albert Gore Jr.,Democratic,339
40007,2000,Patrick Buchanan,Reform,21
40007,2000,Harry Browne,Libertarian,4
40053,2000,George W. Bush,Republican,1762
40053,2000,Albert Gore Jr.,Democratic,709
40053,2000,Patrick Buchanan,Reform,19
40053,2000,Harry Browne,Libertarian,13
40055,2000,George W. Bush,Republican,1287
40055,2000,Albert Gore Jr.,Democratic,839
40055,2000,Patrick Buchanan,Reform,17
40055,2000,Harry Browne,Libertarian,9
40045,2000,George W. Bush,Republican,1513
40045,2000,Albert Gore Jr.,Democratic,468
40045,2000,Patrick Buchanan,Reform,26
40045,2000,Harry Browne,Libertarian,6
40129,2000,George W. Bush,Republican,1234
40129,2000,Albert Gore Jr.,Democratic,441
40129,2000,Patrick Buchanan,Reform,8
40129,2000,Harry Browne,Libertarian,4
40059,2000,George W. Bush,Republican,1296
40059,2000,Albert Gore Jr.,Democratic,374
40059,2000,Patrick Buchanan,Reform,8
40059,2000,Harry Browne,Libertarian,5
40025,2000,George W. Bush,Republican,1230
40025,2000,Albert Gore Jr.,Democratic,227
40025,2000,Patrick Buchanan,Reform,15
40025,2000,Harry Browne,Libertarian,12
40057,2000,George W. Bush,Republican,692
40057,2000,Albert Gore Jr.,Democratic,507
40057,2000,Patrick Buchanan,Reform,3
40057,2000,Harry Browne,Libertarian,3
41051,2000,Albert Gore Jr.,Democratic,188441
41051,2000,George W. Bush,Republican,83677
41051,2000,Ralph Nader,Pacific Green,21048
41051,2000,Harry Browne,Libertarian,1308
41051,2000,Patrick Buchanan,Independent,868
41051,2000,Write-ins,-,723
41051,2000,John Hagelin,Reform OR,388
41051,2000,Howard Phillips,Constitution,232
41067,2000,Albert Gore Jr.,Democratic,90662
41067,2000,George W. Bush,Republican,86091
41067,2000,Ralph Nader,Pacific Green,6985
41067,2000,Harry Browne,Libertarian,930
41067,2000,Patrick Buchanan,Independent,653
41067,2000,John Hagelin,Reform OR,321
41067,2000,Howard Phillips,Constitution,187
41067,2000,Write-ins,-,145
41005,2000,George W. Bush,Republican,77539
41005,2000,Albert Gore Jr.,Democratic,76421
41005,2000,Ralph Nader,Pacific Green,6357
41005,2000,Harry Browne,Libertarian,671
41005,2000,Patrick Buchanan,Independent,595
41005,2000,Howard Phillips,Constitution,258
41005,2000,John Hagelin,Reform OR,246
41005,2000,Write-ins,-,175
41039,2000,Albert Gore Jr.,Democratic,78583
41039,2000,George W. Bush,Republican,61578
41039,2000,Ralph Nader,Pacific Green,10245
41039,2000,Harry Browne,Libertarian,676
41039,2000,Patrick Buchanan,Independent,527
41039,2000,John Hagelin,Reform OR,246
41039,2000,Howard Phillips,Constitution,180
41039,2000,Write-ins,-,153
41047,2000,George W. Bush,Republican,57443
41047,2000,Albert Gore Jr.,Democratic,49430
41047,2000,Ralph Nader,Pacific Green,4679
41047,2000,Patrick Buchanan,Independent,585
41047,2000,Write-ins,-,469
41047,2000,Harry Browne,Libertarian,419
41047,2000,Howard Phillips,Constitution,180
41047,2000,John Hagelin,Reform OR,129
41029,2000,George W. Bush,Republican,46052
41029,2000,Albert Gore Jr.,Democratic,33153
41029,2000,Ralph Nader,Pacific Green,4207
41029,2000,Patrick Buchanan,Independent,452
41029,2000,Harry Browne,Libertarian,421
41029,2000,Write-ins,-,224
41029,2000,John Hagelin,Reform OR,180
41029,2000,Howard Phillips,Constitution,107
41017,2000,George W. Bush,Republican,32132
41017,2000,Albert Gore Jr.,Democratic,22061
41017,2000,Ralph Nader,Pacific Green,2799
41017,2000,Harry Browne,Libertarian,308
41017,2000,Patrick Buchanan,Independent,242
41017,2000,Write-ins,-,189
41017,2000,John Hagelin,Reform OR,92
41017,2000,Howard Phillips,Constitution,62
41043,2000,George W. Bush,Republican,25359
41043,2000,Albert Gore Jr.,Democratic,16682
41043,2000,Ralph Nader,Pacific Green,1617
41043,2000,Patrick Buchanan,Independent,298
41043,2000,Harry Browne,Libertarian,219
41043,2000,John Hagelin,Reform OR,88
41043,2000,Howard Phillips,Constitution,76
41043,2000,Write-ins,-,49
41019,2000,George W. Bush,Republican,30294
41019,2000,Albert Gore Jr.,Democratic,14193
41019,2000,Ralph Nader,Pacific Green,1768
41019,2000,Patrick Buchanan,Independent,334
41019,2000,Harry Browne,Libertarian,271
41019,2000,Write-ins,-,175
41019,2000,Howard Phillips,Constitution,105
41019,2000,John Hagelin,Reform OR,80
41003,2000,Albert Gore Jr.,Democratic,19444
41003,2000,George W. Bush,Republican,15825
41003,2000,Ralph Nader,Pacific Green,2463
41003,2000,Harry Browne,Libertarian,173
41003,2000,Patrick Buchanan,Independent,114
41003,2000,Write-ins,-,113
41003,2000,John Hagelin,Reform OR,64
41003,2000,Howard Phillips,Constitution,30
41071,2000,George W. Bush,Republican,19193
41071,2000,Albert Gore Jr.,Democratic,14254
41071,2000,Ralph Nader,Pacific Green,1486
41071,2000,Harry Browne,Libertarian,194
41071,2000,Patrick Buchanan,Independent,176
41071,2000,Write-ins,-,99
41071,2000,Howard Phillips,Constitution,75
41071,2000,John Hagelin,Reform OR,62
41033,2000,George W. Bush,Republican,22186
41033,2000,Albert Gore Jr.,Democratic,11864
41033,2000,Ralph Nader,Pacific Green,1783
41033,2000,Harry Browne,Libertarian,297
41033,2000,Patrick Buchanan,Independent,291
41033,2000,Write-ins,-,124
41033,2000,Howard Phillips,Constitution,101
41033,2000,John Hagelin,Reform OR,87
41053,2000,George W. Bush,Republican,14988
41053,2000,Albert Gore Jr.,Democratic,11921
41053,2000,Ralph Nader,Pacific Green,1201
41053,2000,Harry Browne,Libertarian,112
41053,2000,Patrick Buchanan,Independent,90
41053,2000,Howard Phillips,Constitution,59
41053,2000,John Hagelin,Reform OR,49
41053,2000,Write-ins,-,29
41011,2000,George W. Bush,Republican,15626
41011,2000,Albert Gore Jr.,Democratic,11610
41011,2000,Ralph Nader,Pacific Green,1410
41011,2000,Patrick Buchanan,Independent,244
41011,2000,Harry Browne,Libertarian,193
41011,2000,Write-ins,-,137
41011,2000,Howard Phillips,Constitution,81
41011,2000,John Hagelin,Reform OR,78
41035,2000,George W. Bush,Republican,18855
41035,2000,Albert Gore Jr.,Democratic,7541
41035,2000,Ralph Nader,Pacific Green,867
41035,2000,Patrick Buchanan,Independent,195
41035,2000,Harry Browne,Libertarian,169
41035,2000,Write-ins,-,83
41035,2000,John Hagelin,Reform OR,81
41035,2000,Howard Phillips,Constitution,53
41059,2000,George W. Bush,Republican,14140
41059,2000,Albert Gore Jr.,Democratic,7809
41059,2000,Ralph Nader,Pacific Green,655
41059,2000,Patrick Buchanan,Independent,207
41059,2000,Harry Browne,Libertarian,115
41059,2000,John Hagelin,Reform OR,62
41059,2000,Howard Phillips,Constitution,42
41059,2000,Write-ins,-,30
41009,2000,Albert Gore Jr.,Democratic,10331
41009,2000,George W. Bush,Republican,9369
41009,2000,Ralph Nader,Pacific Green,970
41009,2000,Harry Browne,Libertarian,162
41009,2000,Patrick Buchanan,Independent,133
41009,2000,Howard Phillips,Constitution,96
41009,2000,Write-ins,-,93
41009,2000,John Hagelin,Reform OR,41
41041,2000,Albert Gore Jr.,Democratic,10861
41041,2000,George W. Bush,Republican,8446
41041,2000,Ralph Nader,Pacific Green,1435
41041,2000,Harry Browne,Libertarian,128
41041,2000,Patrick Buchanan,Independent,97
41041,2000,Write-ins,-,73
41041,2000,John Hagelin,Reform OR,51
41041,2000,Howard Phillips,Constitution,27
41007,2000,Albert Gore Jr.,Democratic,8296
41007,2000,George W. Bush,Republican,6950
41007,2000,Ralph Nader,Pacific Green,939
41007,2000,Harry Browne,Libertarian,107
41007,2000,Patrick Buchanan,Independent,73
41007,2000,Write-ins,-,65
41007,2000,Howard Phillips,Constitution,23
41007,2000,John Hagelin,Reform OR,21
41057,2000,George W. Bush,Republican,5775
41057,2000,Albert Gore Jr.,Democratic,5762
41057,2000,Ralph Nader,Pacific Green,613
41057,2000,Patrick Buchanan,Independent,81
41057,2000,Harry Browne,Libertarian,63
41057,2000,Write-ins,-,47
41057,2000,John Hagelin,Reform OR,26
41057,2000,Howard Phillips,Constitution,9
41061,2000,George W. Bush,Republican,7836
41061,2000,Albert Gore Jr.,Democratic,3577
41061,2000,Ralph Nader,Pacific Green,436
41061,2000,Patrick Buchanan,Independent,83
41061,2000,Harry Browne,Libertarian,66
41061,2000,Howard Phillips,Constitution,30
41061,2000,John Hagelin,Reform OR,30
41061,2000,Write-ins,-,18
41015,2000,George W. Bush,Republican,6551
41015,2000,Albert Gore Jr.,Democratic,4090
41015,2000,Ralph Nader,Pacific Green,603
41015,2000,Patrick Buchanan,Independent,104
41015,2000,Harry Browne,Libertarian,75
41015,2000,Write-ins,-,35
41015,2000,Howard Phillips,Constitution,33
41015,2000,John Hagelin,Reform OR,22
41013,2000,George W. Bush,Republican,5363
41013,2000,Albert Gore Jr.,Democratic,2474
41013,2000,Ralph Nader,Pacific Green,258
41013,2000,Patrick Buchanan,Independent,82
41013,2000,Harry Browne,Libertarian,42
41013,2000,Howard Phillips,Constitution,22
41013,2000,John Hagelin,Reform OR,18
41013,2000,Write-ins,-,18
41065,2000,George W. Bush,Republican,5356
41065,2000,Albert Gore Jr.,Democratic,4616
41065,2000,Ralph Nader,Pacific Green,513
41065,2000,Patrick Buchanan,Independent,76
41065,2000,Harry Browne,Libertarian,53
41065,2000,Write-ins,-,19
41065,2000,Howard Phillips,Constitution,17
41065,2000,John Hagelin,Reform OR,14
41027,2000,Albert Gore Jr.,Democratic,4072
41027,2000,George W. Bush,Republican,3721
41027,2000,Ralph Nader,Pacific Green,645
41027,2000,Harry Browne,Libertarian,39
41027,2000,Patrick Buchanan,Independent,37
41027,2000,John Hagelin,Reform OR,16
41027,2000,Howard Phillips,Constitution,13
41027,2000,Write-ins,-,6
41045,2000,George W. Bush,Republican,7624
41045,2000,Albert Gore Jr.,Democratic,2336
41045,2000,Ralph Nader,Pacific Green,248
41045,2000,Patrick Buchanan,Independent,117
41045,2000,Harry Browne,Libertarian,34
41045,2000,John Hagelin,Reform OR,18
41045,2000,Write-ins,-,17
41045,2000,Howard Phillips,Constitution,10
41031,2000,George W. Bush,Republican,3838
41031,2000,Albert Gore Jr.,Democratic,2681
41031,2000,Ralph Nader,Pacific Green,247
41031,2000,Patrick Buchanan,Independent,44
41031,2000,Harry Browne,Libertarian,38
41031,2000,Write-ins,-,25
41031,2000,John Hagelin,Reform OR,15
41031,2000,Howard Phillips,Constitution,9
41001,2000,George W. Bush,Republican,5618
41001,2000,Albert Gore Jr.,Democratic,2195
41001,2000,Ralph Nader,Pacific Green,289
41001,2000,Patrick Buchanan,Independent,62
41001,2000,Harry Browne,Libertarian,43
41001,2000,Howard Phillips,Constitution,22
41001,2000,Write-ins,-,16
41001,2000,John Hagelin,Reform OR,13
41063,2000,George W. Bush,Republican,3279
41063,2000,Albert Gore Jr.,Democratic,836
41063,2000,Ralph Nader,Pacific Green,114
41063,2000,Patrick Buchanan,Independent,29
41063,2000,Harry Browne,Libertarian,16
41063,2000,Write-ins,-,9
41063,2000,John Hagelin,Reform OR,7
41063,2000,Howard Phillips,Constitution,4
41023,2000,George W. Bush,Republican,3078
41023,2000,Albert Gore Jr.,Democratic,589
41023,2000,Ralph Nader,Pacific Green,98
41023,2000,Patrick Buchanan,Independent,31
41023,2000,Harry Browne,Libertarian,19
41023,2000,Write-ins,-,13
41023,2000,Howard Phillips,Constitution,11
41023,2000,John Hagelin,Reform OR,7
41049,2000,George W. Bush,Republican,2224
41049,2000,Albert Gore Jr.,Democratic,1197
41049,2000,Ralph Nader,Pacific Green,87
41049,2000,Patrick Buchanan,Independent,43
41049,2000,Harry Browne,Libertarian,30
41049,2000,Write-ins,-,13
41049,2000,Howard Phillips,Constitution,10
41049,2000,John Hagelin,Reform OR,5
41025,2000,George W. Bush,Republican,2799
41025,2000,Albert Gore Jr.,Democratic,766
41025,2000,Ralph Nader,Pacific Green,84
41025,2000,Patrick Buchanan,Independent,35
41025,2000,Harry Browne,Libertarian,16
41025,2000,Howard Phillips,Constitution,14
41025,2000,Write-ins,-,11
41025,2000,John Hagelin,Reform OR,9
41037,2000,George W. Bush,Republican,2830
41037,2000,Albert Gore Jr.,Democratic,707
41037,2000,Ralph Nader,Pacific Green,108
41037,2000,Patrick Buchanan,Independent,36
41037,2000,Harry Browne,Libertarian,22
41037,2000,Write-ins,-,13
41037,2000,John Hagelin,Reform OR,7
41037,2000,Howard Phillips,Constitution,6
41021,2000,George W. Bush,Republican,679
41021,2000,Albert Gore Jr.,Democratic,359
41021,2000,Ralph Nader,Pacific Green,37
41021,2000,Patrick Buchanan,Independent,9
41021,2000,Harry Browne,Libertarian,3
41021,2000,Howard Phillips,Constitution,2
41021,2000,Write-ins,-,1
41055,2000,George W. Bush,Republican,679
41055,2000,Albert Gore Jr.,Democratic,326
41055,2000,Ralph Nader,Pacific Green,36
41055,2000,Patrick Buchanan,Independent,9
41055,2000,Write-ins,-,6
41055,2000,Harry Browne,Libertarian,5
41055,2000,John Hagelin,Reform OR,1
41069,2000,George W. Bush,Republican,584
41069,2000,Albert Gore Jr.,Democratic,202
41069,2000,Ralph Nader,Pacific Green,27
41069,2000,Patrick Buchanan,Independent,11
41069,2000,Harry Browne,Libertarian,10
41069,2000,Write-ins,-,4
41069,2000,Howard Phillips,Constitution,3
42101,2000,Albert Gore Jr.,Democratic,449182
42101,2000,George W. Bush,Republican,100959
42101,2000,Ralph Nader,Green,8206
42101,2000,Howard Phillips,Constitution,1032
42101,2000,Harry Browne,Libertarian,979
42101,2000,Patrick Buchanan,Reform,822
42003,2000,Albert Gore Jr.,Democratic,329963
42003,2000,George W. Bush,Republican,235361
42003,2000,Ralph Nader,Green,10575
42003,2000,Howard Phillips,Constitution,3522
42003,2000,Patrick Buchanan,Reform,2112
42003,2000,Harry Browne,Libertarian,945
42091,2000,Albert Gore Jr.,Democratic,177990
42091,2000,George W. Bush,Republican,145623
42091,2000,Ralph Nader,Green,6816
42091,2000,Harry Browne,Libertarian,1231
42091,2000,Patrick Buchanan,Reform,562
42091,2000,Howard Phillips,Constitution,200
42017,2000,Albert Gore Jr.,Democratic,132914
42017,2000,George W. Bush,Republican,121927
42017,2000,Ralph Nader,Green,6294
42017,2000,Harry Browne,Libertarian,1017
42017,2000,Howard Phillips,Constitution,669
42017,2000,Patrick Buchanan,Reform,601
42045,2000,Albert Gore Jr.,Democratic,134861
42045,2000,George W. Bush,Republican,105836
42045,2000,Ralph Nader,Green,5348
42045,2000,Harry Browne,Libertarian,743
42045,2000,Howard Phillips,Constitution,702
42045,2000,Patrick Buchanan,Reform,587
42029,2000,George W. Bush,Republican,100080
42029,2000,Albert Gore Jr.,Democratic,82047
42029,2000,Ralph Nader,Green,4302
42029,2000,Harry Browne,Libertarian,716
42029,2000,Patrick Buchanan,Reform,314
42029,2000,Write-ins,-,114
42029,2000,Howard Phillips,Constitution,103
42071,2000,George W. Bush,Republican,115900
42071,2000,Albert Gore Jr.,Democratic,54968
42071,2000,Ralph Nader,Green,3341
42071,2000,Patrick Buchanan,Reform,389
42071,2000,Howard Phillips,Constitution,379
42071,2000,Harry Browne,Libertarian,340
42071,2000,Write-ins,-,50
42133,2000,George W. Bush,Republican,87652
42133,2000,Albert Gore Jr.,Democratic,51958
42133,2000,Ralph Nader,Green,3305
42133,2000,Howard Phillips,Constitution,580
42133,2000,Harry Browne,Libertarian,418
42133,2000,Patrick Buchanan,Reform,331
42133,2000,Write-ins,-,42
42011,2000,George W. Bush,Republican,71273
42011,2000,Albert Gore Jr.,Democratic,59150
42011,2000,Ralph Nader,Green,3494
42011,2000,Harry Browne,Libertarian,682
42011,2000,Patrick Buchanan,Reform,439
42011,2000,Write-ins,-,134
